cbsa_code,cbsa_name,MedianHouseholdIncome_B19013,TotalPopulation_B01003,MedianAge_B01002,TotalPovertyUniverse_B17001,BelowPoverty_B17001,IndustryTotalEmployed_C24050,IndustryAgForestryMining_C24050,IndustryConstruction_C24050,IndustryManufacturing_C24050,IndustryWholesaleTrade_C24050,IndustryRetailTrade_C24050,IndustryTransportUtilities_C24050,IndustryInformation_C24050,IndustryFinanceRealEstate_C24050,IndustryProfSciMgmtAdminWaste_C24050,IndustryEducationHealthCare_C24050,IndustryArtsRecAccommodationFood_C24050,IndustryOtherServices_C24050,IndustryPublicAdmin_C24050,TotalEmployed_C24010,ManagementBusiness_C24010,ScienceEngineering_C24010,ServiceOccupations_C24010,SalesOffice_C24010,Construction_C24010,ProductionTransportation_C24010,TotalPopulation25Plus_B15003,BachelorsDegree_B15003,MastersDegree_B15003,ProfessionalDegree_B15003,DoctorateDegree_B15003,TotalRace_B02001,WhiteAlone_B02001,BlackAlone_B02001,AmericanIndianAlaskaNative_B02001,AsianAlone_B02001,NativeHawaiianPacificIslander_B02001,SomeOtherRace_B02001,TwoOrMoreRaces_B02001,MedianGrossRent_B25064,MedianHomeValue_B25077,LaborForce_B23025,Unemployed_B23025,city,cbsa_type,state,TotalPopulation_B01003_prior,IndustryTotalEmployed_C24050_prior,MedianGrossRent_B25064_prior,MedianHomeValue_B25077_prior,population_growth,job_growth,median_rent_growth,median_home_value_growth,industry_ag_forestry_mining_share,industry_construction_share,industry_manufacturing_share,industry_wholesale_share,industry_retail_share,industry_transport_utilities_share,industry_information_share,industry_finance_real_estate_share,industry_prof_sci_mgmt_admin_share,industry_education_health_share,industry_arts_rec_accommodation_food_share,industry_other_services_share,industry_public_admin_share,white_collar_share,blue_collar_share,service_job_share,sales_share,bachelors_or_higher_share,age_22_34_total,age_65_plus_total,age_22_34_share,age_65_plus_share,unemployment_rate,poverty_rate,diversity_index,land_area_m2,water_area_m2,land_area_sqmi,water_area_sqmi,centroid_lat,centroid_lon,population_density_per_sq_mile
16500,"Centralia, WA Micro Area",69690,83925,42.4,82815,10756,35277,2086,3069,3074,691,4282,2934,533,1679,2635,7184,2759,1728,2623,35277,4728,2436,632,991,384,380,59894,7997,3237,551,284,83925,70150,648,897,993,189,2427,8621,1044,341500,37496,2219,Centralia,Micro,WA,79430.0,32320.0,916.0,231900.0,0.056590708800201436,0.09149133663366336,0.13973799126637554,0.4726175075463562,5.91320123593276,8.699719363891488,8.713892904725459,1.9587833432548118,12.138220370212887,8.317033761374267,1.5108994529013238,4.75947501204751,7.4694560195027915,20.36454347024974,7.820959832185277,4.898375712220427,7.4354395215012605,20.30784930691385,2.1657170394307905,1.7915355614139525,2.8091957932930804,20.150599392259657,6199,20236,7.386356866249627,24.11200476616026,5.917964582888842,12.987985268369256,0.2896219500350018,6223175362,86929744,2402.782,33.564,46.580071,-122.377444,34.92826232259106
16540,"Chambersburg, PA Metro Area",74946,156626,42.2,154579,11995,75094,2482,4484,12160,1633,8883,5693,678,3221,5561,18098,5054,2782,4365,75094,11876,5481,1341,2941,1569,1144,110515,15824,8018,1292,1337,156626,137549,5056,561,1488,25,4213,7734,1071,236300,77876,2782,Chambersburg,Metro,PA,154954.0,74316.0,905.0,186300.0,0.010790299056494186,0.010468808870229829,0.18342541436464088,0.2683843263553409,3.305190827496205,5.971182784243748,16.193038058966096,2.1746078248595095,11.82917410179242,7.58116493994194,0.9028684049324847,4.2892907555863315,7.405385250486058,24.100460755852666,6.730231443257784,3.704690121714118,5.812714730870642,23.113697499134418,3.6128052840439984,1.7857618451540733,3.9164247476496126,23.952404650952356,11685,34108,7.460447179906274,21.7767165093918,3.572345780471519,7.7597862581592585,0.22445728808046517,2000239709,1553435,772.297,0.6,39.926772,-77.724521,202.80539740540232
16580,"Champaign-Urbana, IL Metro Area",64558,236196,32.3,221200,37128,114410,2259,4479,9267,2076,10975,5342,2467,5737,10463,44528,9284,4588,2945,114410,27841,9337,2265,7027,2786,1738,141728,28948,20890,3598,8280,236196,164770,27916,338,22140,67,4368,16597,1008,194400,119757,5347,Champaign-Urbana,Metro,IL,226418.0,111074.0,873.0,163900.0,0.04318561245130687,0.030034031366476404,0.15463917525773196,0.18608907870652838,1.9744777554409578,3.914867581505113,8.099816449611048,1.8145267022113454,9.592692946420769,4.669172275150774,2.1562800454505724,5.014421816274801,9.145179617166331,38.91967485359672,8.114675290621449,4.010138973865921,2.5740756926842057,32.4954112402762,3.954199807709116,1.9797220522681582,6.141945634122891,43.545382704899524,37497,38320,15.875374688817761,16.223814120476217,4.464874704610168,16.78481012658228,0.48531922934199223,4975080237,8505259,1920.889,3.284,40.234489,-88.298623,122.96181611743313
16620,"Charleston, WV Metro Area",58089,207456,43.9,203954,33810,86279,2511,4482,4661,1376,9920,4722,1400,5746,8076,24300,7177,4232,7676,86279,14207,5222,1759,3234,1409,1387,149983,23636,10715,4143,1804,207456,183243,11178,107,2215,178,717,9818,872,128900,91740,5461,Charleston,Metro,WV,260920.0,104643.0,728.0,110100.0,-0.20490571822780929,-0.17549191059124833,0.1978021978021978,0.17075386012715713,2.9103258034979542,5.194775090114629,5.402241565154904,1.594826087460448,11.497583421226485,5.472942430950753,1.6226428215440605,6.659789751851551,9.360331019135595,28.164443259657624,8.318362521586945,4.9050174434103315,8.896718784408721,22.51880527127111,3.240649520740852,2.0387348022114304,3.74830491776678,26.868378416220505,16096,49614,7.7587536634274255,23.91543267006016,5.952692391541312,16.577267423046376,0.21453581397873533,4522179079,33223157,1746.023,12.828,38.283213,-81.492557,118.81630425257858
16660,"Charleston-Mattoon, IL Micro Area",56040,46689,38.2,43320,7950,22733,331,1448,2937,356,2995,1005,480,947,1332,6441,2119,1683,659,22733,3496,1577,379,712,343,280,30301,5034,2401,367,423,46689,42170,1783,23,691,2,335,1685,793,121900,24388,1655,Charleston-Mattoon,Micro,IL,61852.0,30750.0,671.0,105300.0,-0.24514971221625817,-0.26071544715447154,0.18181818181818182,0.157644824311491,1.4560330796639247,6.369594862094752,12.919544274842739,1.5660053666476048,13.174679980644877,4.420885936743941,2.1114679100866582,4.165750230941803,5.859323450490477,28.333260018475343,9.321251044736726,7.403334359741345,2.898869484889808,22.315576474728367,2.7405093916333083,1.6671798706725904,3.1320107332952096,27.14431866935085,6497,8704,13.915483304418599,18.64250680031699,6.786124323437756,18.35180055401662,0.18117896333344385,1316418028,4650074,508.272,1.795,39.51368,-88.220782,91.85829634526395
16700,"Charleston-North Charleston, SC Metro Area",82272,817756,38.1,799970,89836,405245,2109,31313,39799,8528,43445,23382,6494,25132,58385,85704,40336,18509,22109,405245,81914,41016,11029,20859,9964,8776,570635,142278,60806,15873,9012,817756,528629,195083,2877,16423,1578,26928,46238,1488,345400,421330,16085,Charleston-North Charleston,Metro,SC,790955.0,385837.0,1197.0,249800.0,0.03388435498858974,0.05030103385626573,0.24310776942355888,0.38270616493194554,0.520425915187109,7.72693062221619,9.820972498118422,2.1044059766314205,10.720675147133216,5.769842934521092,1.6024873841750054,6.201680464903947,14.407333835087416,21.148687830818393,9.95348492887019,4.567360485632149,5.45571197670545,30.33473577712248,4.624363039642685,2.7215634986242887,5.147256597860554,39.95005563976973,73896,154911,9.036436296401371,18.943425667313967,3.8176726081693686,11.229921122042077,0.5205060253770414,6708536945,1506831994,2590.181,581.791,33.01754,-80.009947,315.71384393600295
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",80201,2712818,37.9,2670716,279994,1385603,8428,103065,152715,38305,155237,90401,26060,150179,182114,263347,110417,68533,36802,1385603,288861,158318,51591,71955,43946,24108,1848090,469692,192318,38713,19945,2712818,1634285,602595,9743,113891,839,148609,202856,1377,319400,1450468,64865,Charlotte-Concord-Gastonia,Metro,NC-SC,2595027.0,1301528.0,1073.0,216700.0,0.04539104988117657,0.06459715042626821,0.2833178005591799,0.4739270881402861,0.6082550340898512,7.4382777750914215,11.021555236240106,2.7645003655448206,11.203569853702684,6.5243074675790975,1.8807695999503466,10.838530228355452,13.143302951855617,19.005949034463697,7.968877088170277,4.946077628296129,2.656027736660501,32.27324132525695,4.911507841712236,3.7233608760951005,5.193045915749316,38.995287026064744,241880,448505,8.916189733332645,16.53280831961451,4.47200489772956,10.483855265778914,0.5773679926440881,14497516086,301551333,5597.522,116.43,35.166342,-80.797285,484.6462416762275
16820,"Charlottesville, VA Metro Area",90552,222937,39.3,209948,23411,110966,1569,6565,5027,1375,10412,3455,2014,6432,16981,37858,9034,5484,4760,110966,28584,12136,3202,6839,3762,1634,153164,40896,24918,6244,7962,222937,168257,24280,261,10559,58,5175,14347,1528,397600,115180,4214,Charlottesville,Metro,VA,217455.0,107660.0,1260.0,304700.0,0.025209813524637283,0.03070778376370054,0.2126984126984127,0.3048900557925829,1.4139466142782473,5.9162265919290595,4.530216462700286,1.2391182884847611,9.383054268875151,3.1135663176107995,1.81497035127877,5.796370059297443,15.30288556855253,34.11675648396806,8.14123244957915,4.942054322945768,4.289602220499973,36.695924877890526,4.862750752482743,2.885568552529604,6.163149072688932,52.244652790472955,22093,46260,9.90997456680587,20.750256799006,3.658621288418128,11.150856402537771,0.4115978999006483,4259304628,35681139,1644.527,13.777,37.949084,-78.593206,135.56299166872907
16860,"Chattanooga, TN-GA Metro Area",68666,569333,40.4,556056,70447,273551,1925,20844,39410,5560,30183,20306,3008,21454,25974,59400,24118,13394,7975,273551,50597,25263,7303,10885,5266,4906,401795,79058,33576,7913,5359,569333,443242,70860,1101,9105,184,13073,31768,1084,246000,286185,12634,Chattanooga,Metro,TN-GA,561055.0,265416.0,859.0,169600.0,0.014754346721800893,0.03064999849293185,0.2619324796274738,0.45047169811320753,0.703707900903305,7.61978570723558,14.406819934856754,2.0325277553362993,11.0337743236179,7.423113057528578,1.099612138138775,7.842778860249094,9.495121567824647,21.714415227873413,8.816637482590084,4.8963447401033084,2.9153613037422637,27.731574733779073,3.718502217136841,2.6697032728814736,3.9791483123805067,31.33588023743451,48363,117711,8.494677104611888,20.67524629698261,4.414626902178661,12.669047721812191,0.3745022958873341,5409949991,126699774,2088.793,48.919,35.049361,-85.361158,272.56554383320895
16940,"Cheyenne, WY Metro Area",77884,100661,38.2,98779,9755,48612,1336,4028,1579,724,7084,3388,932,2462,3726,11484,4452,1944,5473,48612,9634,4306,915,2176,1037,828,68915,13646,6523,1357,555,100661,82733,2261,1300,1115,135,4064,9053,1080,324900,50286,1674,Cheyenne,Metro,WY,99272.0,47402.0,933.0,239900.0,0.013991860746232572,0.025526349099194125,0.15755627009646303,0.35431429762401,2.7482926026495513,8.286019912778738,3.248169176335061,1.4893441948490085,14.572533530815438,6.9694725582160775,1.9172220850818729,5.06459310458323,7.664774129844483,23.62379659343372,9.1582325351765,3.999012589484078,11.258536986752242,28.67604706656793,3.83650127540525,1.8822512959763023,4.4762610055130425,32.04091997388087,9526,19191,9.463446617855972,19.06498047903359,3.3289583581911466,9.875580842081819,0.3139707048425484,6956355036,4348083,2685.864,1.679,41.29283,-104.660395,37.47807037139632
16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",88850,9359555,38.4,9210967,1021163,4711018,16093,255935,534065,129388,474613,341237,84486,368738,676038,1064826,396480,215210,153909,4711018,996485,490928,164867,243393,140950,78106,6448476,1571320,777831,182283,105309,9359555,5210031,1516829,60308,669096,4244,887458,1011589,1378,301900,5014970,303952,Chicago-Naperville-Elgin,Metro,IL-IN,9478801.0,4741241.0,1155.0,247400.0,-0.012580283096986633,-0.006374491404254709,0.19307359307359306,0.22029102667744543,0.3416034496153485,5.432689919673413,11.336509433842112,2.7464976784210973,10.074531661734259,7.243381366829844,1.7933703501026743,7.827140545843807,14.350146826015099,22.602885406084205,8.416015392002322,4.568227079582375,3.267000890253444,31.573069769633655,4.649865485548983,3.499604544070942,5.166462959810385,40.88939774297059,859363,1657545,9.181665153952299,17.709656068050244,6.060893684309178,11.086382135556452,0.6380482630033993,17930849318,4924501400,6923.14,1901.361,41.75878,-87.841887,1351.9234046978681
17020,"Chico, CA Metro Area",68574,209470,36.3,204601,37531,93949,3285,6037,5703,2046,10649,4046,1931,4980,9540,25847,11161,4556,4168,93949,17738,7626,1470,3698,1660,1129,136246,28185,9610,3230,2193,209470,152117,3712,2586,11335,644,13784,25292,1369,408700,101141,7192,Chico,Metro,CA,223344.0,96056.0,1087.0,304700.0,-0.06211942116197435,-0.021935121179312067,0.2594296228150874,0.3413193304890056,3.4965779305793565,6.425826778358471,6.070314745234116,2.1777773047078735,11.334873175872016,4.306591874314788,2.055370466955476,5.300748278321217,10.154445497024982,27.51173509031496,11.879849705691385,4.849439589564551,4.43644956306081,26.99762637175489,2.968631917316842,1.564678708661082,3.936178139203185,31.720564273446563,27930,41492,13.333651596887384,19.808087076908386,7.110865030007613,18.343507607489702,0.45032124726537226,4238488659,105260548,1636.49,40.641,39.665336,-121.603209,127.99956003397516
17060,"Chillicothe, OH Micro Area",59819,76748,41.0,71490,12012,32118,314,2172,5628,500,3959,1824,380,1061,2251,8172,2741,1079,2037,32118,4061,2038,580,808,343,404,54654,6020,2549,526,254,76748,68353,4131,121,414,36,656,3037,858,158500,33645,1527,Chillicothe,Micro,OH,76816.0,30904.0,738.0,125000.0,-0.0008852322432826495,0.03928294071964794,0.16260162601626016,0.268,0.9776449343047512,6.7625630487577055,17.52288436390809,1.5567594495298587,12.32642132137742,5.679058471884924,1.1831371816426925,3.3034435519023604,7.0085310417834235,25.443676443116008,8.534155302322684,3.3594868920854353,6.342237997384643,18.989351765365214,2.325798617597609,1.805840961454636,2.515723270440252,17.10579280565009,6826,15553,8.89404284150727,20.26502319278678,4.538564422648239,16.802349979018043,0.20223514840588153,1784931095,9994410,689.166,3.859,39.323895,-83.059538,111.36359019452497
17140,"Cincinnati, OH-KY-IN Metro Area",79490,2255257,38.2,2208008,256786,1124225,4854,65322,157401,26987,124231,68221,15475,83966,135091,259945,96669,47536,38527,1124225,231213,112415,34532,61010,30538,24355,1523760,345663,158043,33699,24540,2255257,1758368,267746,2637,64629,1303,37283,123291,1047,240200,1174743,50518,Cincinnati,Metro,OH-KY-IN,2214265.0,1101373.0,859.0,175300.0,0.018512689312254856,0.020748647370146173,0.21885913853317812,0.3702224757558471,0.43176410416064404,5.81040272187507,14.000845026573863,2.4004981209277503,11.050368031310457,6.068269252151482,1.376503813738353,7.468789610620649,12.016366830483221,23.12215081500589,8.59872356512264,4.228335075274078,3.4269830327558988,30.565767528742022,4.88274144410594,3.0716271209055126,5.4268496075073935,36.878839187273584,203577,420829,9.026776105783066,18.659913260439943,4.300344841382328,11.629758587831203,0.37392707170004,11357569654,208777970,4385.182,80.61,39.078585,-84.463514,514.2903988933641
17220,"Clarksburg, WV Micro Area",58376,89717,42.9,86966,12040,38413,1256,2629,2412,787,4842,2879,368,1309,2800,9746,3230,1795,4360,38413,6046,2477,594,1512,692,639,64592,9219,4233,1051,419,89717,83880,1258,105,522,10,393,3549,828,156000,40539,2126,Clarksburg,Micro,WV,92936.0,40430.0,737.0,121700.0,-0.03463673926142722,-0.04988869651249073,0.12347354138398914,0.2818405916187346,3.269726394710124,6.844037174914742,6.279124254809569,2.048785567386041,12.605107645849062,7.494858511441439,0.9580090073672975,3.407700518053784,7.2891989690990036,25.371618983156747,8.408611667924921,4.672897196261682,11.35032410902559,22.18780100486814,3.464972795668133,1.5463514955874313,3.9361674433134617,23.101932127817687,6807,20140,7.587190833398353,22.448365415696024,5.244332617972816,13.844490950486396,0.12407159708461146,2353009813,10802215,908.502,4.171,39.28835,-80.43153,98.75267198090924
17260,"Clarksdale, MS Micro Area",36259,20808,35.7,20206,7331,7439,282,473,795,53,835,501,38,299,373,2112,1096,184,398,7439,1122,577,77,196,6,15,13108,1477,771,166,73,20808,4048,15784,94,53,0,114,715,719,86400,8279,840,Clarksdale,Micro,MS,22685.0,7740.0,582.0,67900.0,-0.08274189993387701,-0.03888888888888889,0.23539518900343642,0.27245949926362295,3.7908321010888564,6.358381502890173,10.686920284984541,0.7124613523323028,11.224626965990051,6.734776179594032,0.510821346955236,4.019357440516198,5.014114800376395,28.39091275709101,14.733163059551016,2.4734507326253525,5.350181476004839,22.8390912757091,0.2822960075278935,1.0350853609356097,2.6347627369270064,18.973146170277694,1787,3796,8.5880430603614,18.242983467896963,10.146152917018963,36.281302583391074,0.38551154559191947,1432526490,77525442,553.102,29.933,34.230316,-90.60401,37.6205473854732
17300,"Clarksville, TN-KY Metro Area",66210,328626,31.9,318026,42055,132152,1383,8977,16935,2066,16136,6893,1776,5473,13389,30823,12397,6638,9266,132152,18660,8587,2228,4313,2034,1828,204142,35608,16680,2697,2195,328626,221028,60730,927,6743,918,7071,31209,1141,229400,140185,8033,Clarksville,Metro,TN-KY,304584.0,120694.0,920.0,165100.0,0.07893389015837995,0.09493429665103485,0.24021739130434783,0.3894609327680194,1.0465221865730372,6.792935407712332,12.814789030813003,1.5633512924511168,12.21018221441976,5.215963436043344,1.3439070161632058,4.141443186633573,10.131515224892548,23.323899751800955,9.380864459107695,5.023003813790181,7.01162297959925,20.61792481385072,2.9223923966341787,1.68593740541195,3.26366608148193,28.009914667241432,41911,45335,12.753403565147007,13.795317473358773,5.730284980561401,13.22376157924195,0.5035635284910644,5589292297,218019172,2158.038,84.178,36.69571,-87.624307,152.2799876554537
17340,"Clearlake, CA Micro Area",58738,68139,44.2,66900,11156,24875,1171,2630,1344,519,2885,1479,271,773,2308,6005,2202,1014,2274,24875,3256,1717,230,648,212,315,48935,5743,1843,809,288,68139,47171,1478,1916,750,233,8647,7944,1292,316800,28095,3220,Clearlake,Micro,CA,64276.0,23924.0,1028.0,238000.0,0.060100192918040946,0.03975087777963551,0.25680933852140075,0.3310924369747899,4.707537688442211,10.57286432160804,5.403015075376884,2.08643216080402,11.597989949748744,5.94572864321608,1.0894472361809044,3.107537688442211,9.278391959798995,24.140703517587937,8.852261306532663,4.076381909547739,9.141708542713568,19.991959798994973,2.1185929648241206,0.9246231155778893,2.6050251256281407,17.743946050883824,4704,17885,6.903535420243913,26.247816962385713,11.461114077237943,16.675635276532137,0.4896634832880111,3250647505,189100321,1255.082,73.012,39.108009,-122.745217,54.29047663817981
17380,"Cleveland, MS Micro Area",37315,30163,36.6,27895,9404,10860,604,531,1289,228,1265,688,93,178,806,2888,945,618,727,10860,1367,524,90,338,83,161,19773,3087,1356,533,274,30163,9251,19074,1,287,0,595,955,671,123600,11738,878,Cleveland,Micro,MS,31253.0,10948.0,666.0,98800.0,-0.034876651841423224,-0.00803799780781878,0.0075075075075075074,0.25101214574898784,5.5616942909760585,4.889502762430939,11.869244935543279,2.0994475138121547,11.648250460405157,6.335174953959484,0.8563535911602209,1.6390423572744013,7.421731123388582,26.593001841620627,8.701657458563536,5.69060773480663,6.694290976058932,17.41252302025783,2.2467771639042358,0.8287292817679558,3.1123388581952116,26.551357912304656,2770,5644,9.183436660809601,18.71166661141133,7.4799795535866425,33.712134791181214,0.504568429863689,2270141682,81446732,876.507,31.447,33.799139,-90.88412,34.41273144424403
17410,"Cleveland, OH Metro Area",68507,2171978,41.6,2129885,290145,1060356,4323,58149,147955,26453,114156,55174,15250,78205,116778,266267,88818,45907,42921,1060356,203383,97582,30268,50761,26131,19248,1541948,308055,147649,38426,21533,2171978,1532194,403916,3837,50713,561,41347,139410,996,201000,1125405,65049,Cleveland,Metro,OH,,,,,,,,,0.40769326528071703,5.483912949990381,13.953332654316098,2.4947281856282233,10.765818272353814,5.203346800508508,1.4381962284364873,7.375353183270525,11.013093715695483,25.111094764399883,8.376243450312913,4.329395033366152,4.047791496440818,28.383391992877865,4.279600436079958,2.854513012610859,4.787165819781281,33.44230804151632,184023,469368,8.472599630382996,21.61016363885822,5.780052514428139,13.622566476593805,0.46274417136716617,6996713986,6852765088,2701.446,2645.868,41.667548,-81.43052,804.0057065734426
17420,"Cleveland, TN Metro Area",63490,127445,40.2,123950,16308,59133,522,3571,11593,975,6956,3879,624,3023,4324,12953,4246,4188,2279,59133,9059,4206,1199,1748,666,891,88359,12543,5642,1189,1099,127445,109289,5814,205,1246,10,3310,7571,939,218500,62679,3546,Cleveland,Metro,TN,123731.0,57317.0,776.0,161600.0,0.030016729841349378,0.03168344470226983,0.21005154639175258,0.3521039603960396,0.8827558216224444,6.038929193512929,19.604958314308423,1.6488255288924965,11.763313209206364,6.559788950332301,1.055248338491198,5.112204691120017,7.312329832749903,21.904858539225135,7.180423790438503,7.082339810258231,3.854023979842051,22.432482708470737,2.6330475369083253,2.027632624761132,2.956048230260599,23.17024864473342,11416,25463,8.957589548432656,19.979599042724313,5.657397214378021,13.156918112141994,0.25824468906260156,1977111874,26866020,763.367,10.373,35.138117,-84.655079,166.95115193609365
17500,"Clewiston, FL Micro Area",48979,53122,38.5,51034,10971,22765,3484,2986,1552,667,2712,1149,170,819,1925,3996,1492,837,976,22765,2728,1678,189,320,166,91,35800,3107,596,212,116,53122,30459,6256,1432,472,0,3310,11193,950,175500,23893,1128,Clewiston,Micro,FL,41472.0,18765.0,833.0,105900.0,0.2809124228395062,0.21316280309086064,0.1404561824729892,0.6572237960339944,15.304195036239843,13.116626400175708,6.817482978256095,2.9299363057324843,11.91302437952998,5.047221612123874,0.7467603777728969,3.597627937623545,8.455963101251921,17.553261585767626,6.553920491983307,3.676696683505381,4.287283110037339,19.35427190863167,1.1289259828684384,0.8302218317592795,1.4056665934548649,11.259776536312849,5582,9846,10.507887504235534,18.534693723880878,4.721048005692044,21.49743308382647,0.6082842734328375,5083555756,553872490,1962.772,213.851,26.739191,-81.184001,27.06478388727779
17540,"Clinton, IA Micro Area",65177,46383,42.5,45382,5962,21781,678,1647,4258,479,2910,1521,338,1053,1320,4849,1077,738,913,21781,2751,1768,305,379,127,142,32227,5035,1353,413,321,46383,41897,1357,106,350,0,172,2501,825,153800,22646,865,Clinton,Micro,IA,46734.0,21615.0,659.0,120200.0,-0.00751059186031583,0.007679851954661115,0.251896813353566,0.2795341098169717,3.1128047380744683,7.561636288508334,19.549148340296586,2.1991644093475964,13.360268123593958,6.983150452229007,1.551811211606446,4.834488774620082,6.060327808640558,22.262522381892474,4.944676552959001,3.3882741839217667,4.19172673430972,20.747440429732336,1.2350213488820532,1.400303016390432,1.7400486662687664,22.09948180097434,3804,10417,8.201280641614385,22.458659422633293,3.819659100944979,13.137367238112027,0.1802395789380643,1799934697,39410955,694.959,15.217,41.898073,-90.534243,66.74206679818522
17580,"Clovis, NM Micro Area",55193,66934,31.9,64603,13599,26259,1799,1742,1980,591,3069,2272,440,766,1562,6501,2313,1424,1800,26259,3430,1774,330,696,283,249,40870,5138,2926,284,360,66934,41192,2894,811,814,103,11337,9783,954,154900,28268,2009,Clovis,Micro,NM,49502.0,19811.0,893.0,132400.0,0.3521473879843239,0.3254757457977891,0.0683090705487122,0.16993957703927492,6.850984424387829,6.633915990707948,7.54027190677482,2.2506569176282416,11.68742145550097,8.652271602117368,1.6756159792832934,2.9170950912068245,5.948436726455691,24.75722609391066,8.808408545641495,5.422902623862295,6.854792642522564,19.81796717315968,2.025972047678891,1.25671198446247,2.6505198217753914,21.30658184487399,8721,10066,13.029252696686289,15.038694833716795,7.106976086033677,21.050106032227607,0.5690507636820846,9975532776,26672616,3851.575,10.298,34.221551,-103.431242,17.378345222409017
17620,"Coamo, PR Micro Area",21780,54358,43.7,54208,26919,18636,1116,1115,3175,329,2027,420,235,758,1910,3964,1088,961,1538,18636,2040,752,200,535,126,335,40277,7890,1537,94,504,54358,10131,4240,19,31,0,2409,37528,513,105000,19972,1336,Coamo,Micro,PR,38603.0,11412.0,467.0,91600.0,0.4081289018988162,0.6330178759200841,0.09850107066381156,0.1462882096069869,5.988409529942048,5.983043571581884,17.036917793517922,1.765400300493668,10.876797596050656,2.2537025112685125,1.2610002146383343,4.067396437003649,10.248980467911569,21.27065893968663,5.838162695857481,5.156685984116764,8.252843957930885,14.981755741575444,2.4737068040352006,1.073191672032625,2.870787722687272,24.89013580951908,4657,11733,8.567276205894258,21.58467934802605,6.689365111155618,49.658721959858326,0.4805827067300966,290241487,111134077,112.063,42.909,18.028709,-66.369763,485.06643584412336
17640,"Coco, PR Micro Area",21611,25397,43.3,25240,12122,8032,455,768,961,59,1112,435,38,175,641,1460,629,549,750,8032,732,234,52,138,38,100,18413,2853,608,40,61,25397,4461,2689,43,0,0,1202,17002,509,91700,8637,605,Coco,Micro,PR,27638.0,8071.0,452.0,81900.0,-0.08108401476228382,-0.004832114979556437,0.1261061946902655,0.11965811965811966,5.664840637450199,9.56175298804781,11.96464143426295,0.7345617529880478,13.844621513944222,5.415836653386454,0.47310756972111556,2.178784860557769,7.980577689243027,18.177290836653388,7.831175298804781,6.8351593625498,9.337649402390438,12.026892430278885,1.7181274900398404,0.647410358565737,1.7181274900398404,19.345027969369465,2519,5539,9.918494310351617,21.809662558569908,7.004747018640732,48.026941362916006,0.5075315475852007,179755401,115816412,69.404,44.717,17.971485,-66.262252,365.9299175840009
17650,"Cody, WY Micro Area",70533,30109,44.8,29352,2519,14446,1078,1164,854,194,1660,923,137,767,1189,3759,1387,599,735,14446,2471,1064,145,539,182,225,21673,4903,1711,501,461,30109,27140,114,153,112,0,784,1806,933,374200,14764,318,Cody,Micro,WY,,,,,,,,,7.4622732936453,8.057593797591029,5.911671050809913,1.342932299598505,11.491070192440814,6.389311920254742,0.9483594074484286,5.309428215422955,8.230652083621765,26.021043887581335,9.601273708985186,4.146476533296414,5.087913609303613,24.47044164474595,2.817388896580368,1.003738058978264,3.73113664682265,34.95593595718175,1946,8352,6.463183765651466,27.739214188448635,2.1538878352749933,8.582038702643773,0.18316330645835377,17972027722,67638744,6939.039,26.115,44.492387,-109.593597,4.339073465360261
17660,"Coeur d'Alene, ID Metro Area",77034,177736,40.8,175419,16237,82964,1522,9046,6074,1947,10464,4196,1318,6269,7922,18152,8255,4357,3442,82964,14810,8094,2790,3262,1327,1387,124748,23688,8445,2237,1507,177736,156689,533,1539,1395,54,2590,14936,1330,467400,85768,2804,Coeur d'Alene,Metro,ID,161676.0,75049.0,1037.0,294100.0,0.09933447141195972,0.10546442990579488,0.28254580520732886,0.5892553553213192,1.834530639795574,10.903524420230463,7.321247770117159,2.3468010221300806,12.612699484113591,5.057615351236681,1.5886408562750107,7.556289474952991,9.548719926715203,21.879369365025795,9.95009883805024,5.251675425485753,4.148787425871462,27.60715491056362,3.2712983944843543,3.3629043922665254,3.9318258521768477,28.759579311892775,13505,40003,7.598348111806274,22.506976639510285,3.2692845816621583,9.256123909040639,0.21539192053732126,3205836473,184444919,1237.78,71.215,47.675957,-116.695919,143.59256087511514
17740,"Coldwater, MI Micro Area",61958,44914,40.8,42873,6607,19251,555,1148,4899,415,2330,1573,187,534,1162,3472,1422,883,671,19251,2193,1302,247,417,153,207,31025,3708,1195,207,132,44914,40123,865,131,219,0,889,2687,900,147500,20300,1049,Coldwater,Micro,MI,43428.0,18480.0,746.0,118200.0,0.03421755549415124,0.04172077922077922,0.2064343163538874,0.2478849407783418,2.882967118591242,5.96332658043738,25.448028673835125,2.155732169757415,12.103267362734403,8.171004103682925,0.9713781102280401,2.773881876266168,6.036050075320762,18.035426731078903,7.3866292660121555,4.586774713001922,3.4855332190535555,18.154901044101603,1.8700327255726974,1.283050231156823,2.166121240455041,16.896051571313457,3589,10023,7.990826913657212,22.315981653827315,5.167487684729064,15.410631399715438,0.1975883964566887,1311597696,34428004,506.411,13.293,41.918455,-85.066885,88.69080647932213
