cbsa_code,cbsa_name,MedianHouseholdIncome_B19013,TotalPopulation_B01003,MedianAge_B01002,TotalPovertyUniverse_B17001,BelowPoverty_B17001,IndustryTotalEmployed_C24050,IndustryAgForestryMining_C24050,IndustryConstruction_C24050,IndustryManufacturing_C24050,IndustryWholesaleTrade_C24050,IndustryRetailTrade_C24050,IndustryTransportUtilities_C24050,IndustryInformation_C24050,IndustryFinanceRealEstate_C24050,IndustryProfSciMgmtAdminWaste_C24050,IndustryEducationHealthCare_C24050,IndustryArtsRecAccommodationFood_C24050,IndustryOtherServices_C24050,IndustryPublicAdmin_C24050,TotalEmployed_C24010,ManagementBusiness_C24010,ScienceEngineering_C24010,ServiceOccupations_C24010,SalesOffice_C24010,Construction_C24010,ProductionTransportation_C24010,TotalPopulation25Plus_B15003,BachelorsDegree_B15003,MastersDegree_B15003,ProfessionalDegree_B15003,DoctorateDegree_B15003,TotalRace_B02001,WhiteAlone_B02001,BlackAlone_B02001,AmericanIndianAlaskaNative_B02001,AsianAlone_B02001,NativeHawaiianPacificIslander_B02001,SomeOtherRace_B02001,TwoOrMoreRaces_B02001,MedianGrossRent_B25064,MedianHomeValue_B25077,LaborForce_B23025,Unemployed_B23025,city,cbsa_type,state,TotalPopulation_B01003_prior,IndustryTotalEmployed_C24050_prior,MedianGrossRent_B25064_prior,MedianHomeValue_B25077_prior,population_growth,job_growth,median_rent_growth,median_home_value_growth,industry_ag_forestry_mining_share,industry_construction_share,industry_manufacturing_share,industry_wholesale_share,industry_retail_share,industry_transport_utilities_share,industry_information_share,industry_finance_real_estate_share,industry_prof_sci_mgmt_admin_share,industry_education_health_share,industry_arts_rec_accommodation_food_share,industry_other_services_share,industry_public_admin_share,white_collar_share,blue_collar_share,service_job_share,sales_share,bachelors_or_higher_share,age_22_34_total,age_65_plus_total,age_22_34_share,age_65_plus_share,unemployment_rate,poverty_rate,diversity_index,land_area_m2,water_area_m2,land_area_sqmi,water_area_sqmi,centroid_lat,centroid_lon,population_density_per_sq_mile
10100,"Aberdeen, SD Micro Area",70761,42112,38.2,40877,4246,22300,1636,1287,2515,686,2657,1178,253,1242,1078,5270,2105,1188,1205,22300,3765,2142,280,451,143,159,28106,6809,1627,373,409,42112,36446,204,1762,1167,29,473,2031,796,208200,23046,746,Aberdeen,Micro,SD,42864.0,22725.0,671.0,168300.0,-0.017543859649122806,-0.0187018701870187,0.18628912071535023,0.23707664884135474,7.336322869955157,5.771300448430494,11.278026905829597,3.0762331838565022,11.914798206278027,5.282511210762332,1.1345291479820627,5.569506726457399,4.834080717488789,23.632286995515695,9.439461883408072,5.327354260089686,5.403587443946188,26.488789237668158,1.3542600896860986,1.2556053811659191,2.022421524663677,32.79726748736925,3940,8516,9.356003039513677,20.22226443768997,3.2370042523648355,10.387259338992587,0.24599463983653969,7353004125,111384253,2839.011,43.006,45.519435,-98.7007,14.833334566157017
10140,"Aberdeen, WA Micro Area",63539,76397,44.7,73378,10358,29889,1738,1619,2925,791,3074,1738,126,1154,1852,6664,3402,1563,3243,29889,3661,1704,479,745,261,297,56001,6461,2683,526,198,76397,61800,1241,3168,956,311,2814,6107,1018,279500,32004,2115,Aberdeen,Micro,WA,73769.0,28592.0,828.0,192600.0,0.03562472041101276,0.0453623391158366,0.22946859903381642,0.45119418483904467,5.81484827193951,5.416708488072535,9.786208973200843,2.6464585633510658,10.284720131151929,5.81484827193951,0.4215597711532671,3.860952189768811,6.196259493459133,22.29582789655057,11.38211382113821,5.2293485897821945,10.850145538492422,17.949747398708553,1.8669075579644687,1.602596272876309,2.4925557897554285,17.621113908680204,5490,20197,7.186146052855478,26.436901972590547,6.608548931383577,14.115947559213934,0.33572518835229526,4924766329,834338614,1901.463,322.14,47.113732,-123.826735,40.178010300489674
10180,"Abilene, TX Metro Area",66464,178244,34.4,166018,21841,79704,2095,5731,4983,1461,10362,4793,873,5751,6220,22531,6312,4098,4494,79704,11354,5072,1201,1833,875,684,113167,19424,7892,1433,948,178244,126766,13912,671,3427,256,9955,23257,1095,172800,81939,2235,Abilene,Metro,TX,171354.0,75803.0,908.0,124900.0,0.04020915765024452,0.051462343179029854,0.20594713656387664,0.3835068054443555,2.628475358827662,7.190354310950517,6.251881963264077,1.833032219211081,13.000602228244503,6.013499949814313,1.0953026196928637,7.215447154471545,7.803874335039647,28.26834286861387,7.919301415236375,5.141523637458597,5.638361939174947,20.608752383820132,1.9559871524641175,1.5068252534377196,2.2997591087021982,26.241748919738082,22529,29747,12.63941563250376,16.688920805188392,2.727638853293304,13.155802382874146,0.46758196497395,7105668291,36756436,2743.514,14.192,32.452022,-99.718743,64.96923288891546
10220,"Ada, OK Micro Area",62564,38158,37.5,36961,4641,17552,564,1300,1453,408,1720,590,181,753,1616,5141,993,807,2026,17552,2952,1274,267,640,422,81,25225,4605,2233,261,401,38158,24835,957,6969,395,51,269,4682,880,170500,18192,640,Ada,Micro,OK,38385.0,16972.0,730.0,134700.0,-0.005913768399114237,0.03417393353759133,0.2054794520547945,0.2657757980697847,3.2133090246125797,7.406563354603464,8.278258887876024,2.324521422060164,9.799453053783044,3.361440291704649,1.0312215132178668,4.2901093892433915,9.206927985414767,29.29010938924339,5.657474931631723,4.597766636280766,11.542844120328168,24.077028258887875,2.865770282588879,1.5211941659070192,3.646308113035551,29.73240832507433,3336,7266,8.742596572147388,19.041878505162742,3.518029903254178,12.556478450258378,0.527200164405069,1865705449,12725534,720.353,4.913,34.721421,-96.691804,52.97125159470426
10300,"Adrian, MI Micro Area",67013,98823,42.2,93980,10915,43982,1299,2858,8919,784,5115,1887,562,1447,3182,10658,3609,1883,1779,43982,6224,3192,634,1486,400,904,69514,9915,4552,557,459,98823,87997,2229,258,334,41,1288,6676,965,181100,46493,2511,Adrian,Micro,MI,98310.0,44724.0,796.0,143000.0,0.005218187366493744,-0.01659064484393167,0.21231155778894473,0.2664335664335664,2.9534809694875177,6.498112864353598,20.278750397890047,1.7825474057569006,11.629757628120595,4.2903915238051935,1.277795461779819,3.289982265472239,7.234777863671502,24.23264062571052,8.205629575735527,4.281296894183984,4.044836524032559,21.40875812832522,2.9648492565140283,1.4414987949615752,3.3786549042790237,22.27321115171045,8535,22577,8.636653410643271,22.845896198253442,5.40081302561676,11.614173228346457,0.2018369976603106,1941553343,30470381,749.638,11.765,41.896022,-84.074356,131.8276288021685
10380,"Aguadilla, PR Metro Area",20800,252430,45.2,250659,118798,77598,1286,5436,8369,1471,10504,2576,928,2543,8623,16440,7814,4790,6818,77598,9230,3973,1247,1896,940,800,189038,34371,9052,1250,1401,252430,142576,8269,358,85,28,33162,67952,506,120000,88015,10417,Aguadilla,Metro,PR,295172.0,80735.0,425.0,96300.0,-0.14480370766874906,-0.03885551495633864,0.19058823529411764,0.24610591900311526,1.6572592077115391,7.005335189051263,10.785071780200521,1.8956674141086112,13.536431351323488,3.3196731874532848,1.1959071110080157,3.2771463182040774,11.112399804118663,21.186113044150623,10.069847161009305,6.172839506172839,8.78630892548777,17.014613778705638,2.2423258331400295,1.607000180417021,2.443361942318101,24.37287741089093,23044,61593,9.128867408786594,24.400031691954204,11.835482588195195,47.394268707686535,0.5901875389406153,769374622,354393992,297.057,136.832,18.391555,-67.097202,849.7695728429223
10420,"Akron, OH Metro Area",71312,699508,40.8,683200,84493,352709,2049,21640,51963,9989,40835,17759,4727,22654,36558,84786,32078,16608,11063,352709,67399,32197,9614,17422,8526,6852,490098,105592,46987,9160,7152,699508,544850,82928,796,24635,97,6067,40135,1005,199000,372204,19495,Akron,Metro,OH,703286.0,352385.0,857.0,153600.0,-0.005371925503991264,0.000919448898222115,0.17269544924154026,0.2955729166666667,0.5809321565369752,6.135369383826327,14.73254155692086,2.8320797030980214,11.577532753629763,5.035028876495922,1.34019829377759,6.422858503752385,10.364918388813441,24.038513335355773,9.09474949604348,4.708697538197211,3.136580013552248,28.23744219739218,4.359968132369744,2.7257597622969643,4.939482689696038,34.460658888630434,67216,147631,9.609039496331707,21.104976640724622,5.237719100278342,12.367242388758783,0.3746442401647798,2331510427,62132699,900.201,23.99,41.146639,-81.35011,777.057568254201
10460,"Alamogordo, NM Micro Area",52717,68235,36.3,64676,12903,24036,674,2788,322,310,3086,1249,464,1226,1733,6003,2634,964,2583,24036,3471,1842,541,717,300,282,45357,6453,2586,390,366,68235,40957,2490,4429,1006,79,6474,12800,926,149500,26433,2397,Alamogordo,Micro,NM,66804.0,23413.0,811.0,120800.0,0.02142087300161667,0.026609148763507454,0.14180024660912455,0.23758278145695363,2.804127142619404,11.599267765019137,1.3396571808953237,1.289732068563821,12.839074721251457,5.19637210850391,1.9304376768181062,5.10068230986853,7.210018305874522,24.97503744383425,10.958562156764854,4.010650690630721,10.746380429355966,22.10434348477284,2.4213679480778834,2.250790480945249,2.9830254618072893,21.59534360738144,8211,12857,12.033413937129039,18.84223638894995,9.068210191805697,19.950213371266003,0.5897644550764973,17126455957,36944199,6612.562,14.264,32.615599,-105.751308,10.318995874821287
10480,"Alamosa, CO Micro Area",48011,27622,36.0,26639,4668,12477,1204,982,382,140,1066,575,59,702,928,3840,1192,617,790,12477,2140,1091,235,369,183,126,17720,3069,1420,193,168,27622,16670,441,1049,151,60,2311,6940,874,191800,12900,423,Alamosa,Micro,CO,,,,,,,,,9.64975555021239,7.870481686302797,3.0616334054660577,1.122064598861906,8.54372044561994,4.608479602468543,0.47287008094894606,5.626352488578985,7.437685341027491,30.776628997355132,9.553578584595657,4.9450989821271145,6.331650236435041,25.895647992305843,2.476556864630921,1.8834655766610562,2.957441692714595,27.37020316027088,2855,5808,10.33596408659764,21.02671783361089,3.2790697674418605,17.523180299560796,0.5639246966352303,8385519227,19734373,3237.667,7.619,37.32264,-105.774242,8.531451813914154
10500,"Albany, GA Metro Area",54219,146768,38.2,141369,30445,60581,1356,3571,5661,1176,7415,4131,645,2703,5573,16159,4369,3330,4492,60581,8889,4119,787,2216,914,696,97281,12019,6869,2066,1428,146768,59881,77325,253,1700,40,2067,5502,922,148800,65976,5395,Albany,Metro,GA,147431.0,61515.0,779.0,120200.0,-0.004497018944455373,-0.015183288628789727,0.18356867779204109,0.23793677204658903,2.2383255476139383,5.894587411894818,9.344513956521022,1.9412026873112034,12.239811161915453,6.8189696439477725,1.0646902494181343,4.46179495221274,9.199253891484128,26.67337944239943,7.211832092570278,5.496772915600601,7.41486604711048,21.47207870454433,2.6575989171522427,1.2990871725458477,3.657912546838118,23.00757599120075,13202,28431,8.995148806279298,19.37138885860678,8.177215957317813,21.53583883312466,0.5542241021333815,4120596067,46238444,1590.971,17.853,31.644686,-84.110718,92.25058156308317
10540,"Albany, OR Metro Area",73396,129794,40.2,128257,16414,58767,2022,4576,7288,1191,7447,2872,390,2941,4681,14089,3889,3430,3951,58767,9390,4316,879,2386,1162,940,91102,12644,4657,934,691,129794,110760,526,915,1242,205,4771,11375,1273,344600,62472,3705,Albany,Metro,OR,127216.0,56332.0,1037.0,240200.0,0.020264746572758143,0.04322587516864305,0.22757955641272903,0.43463780183180684,3.440706518964725,7.786683002365273,12.401517858662174,2.026647608351626,12.672077866830023,4.887096499736247,0.6636377558834039,5.004509333469464,7.965354705872343,23.97433934010584,6.617659570847585,5.836608981230963,6.7231609576803315,23.32261303112291,3.5768373406843974,1.4957374036449027,4.060101757789235,20.774516476037846,11031,28035,8.49885202705826,21.59961169237407,5.930656934306569,12.797742033573217,0.26259804067741,5929797336,50130716,2289.508,19.356,44.488898,-122.537208,56.690782473789135
10580,"Albany-Schenectady-Troy, NY Metro Area",86072,902372,40.5,871427,95090,455608,2923,24640,37522,8550,45155,20899,8449,32660,54767,121388,34430,19774,44451,455608,103301,43427,15226,31580,14907,12371,630215,140304,86548,17042,13899,902372,704525,71161,1638,43007,414,21369,60258,1230,268400,478704,23096,Albany-Schenectady-Troy,Metro,NY,880766.0,448875.0,1039.0,221200.0,0.024530919676735933,0.014999721526037315,0.18383060635226178,0.21338155515370705,0.6415602886692069,5.4081578901160645,8.235588488349634,1.8766132289160857,9.910932204877877,4.587057294867518,1.8544450492528664,7.168443047532088,12.020640550648803,26.643079138206527,7.556934908956822,4.340134501589085,9.75641340801742,32.20487787747362,5.987164404488069,3.341907955962143,6.931397165984794,40.90556397419928,89678,185867,9.938029992065358,20.597602762497065,4.824693338681105,10.911986890468164,0.37691892824363427,7282538755,172029594,2811.804,66.421,42.78792,-73.942348,320.92279547223063
10620,"Albemarle, NC Micro Area",61631,63557,40.6,61509,8765,28418,698,3092,4389,601,3319,1214,202,1278,2514,6186,1760,1876,1289,28418,3712,1895,334,930,458,323,44648,6618,1771,251,155,63557,51072,6998,177,1210,213,1666,2221,830,214300,29630,1212,Albemarle,Micro,NC,62050.0,28716.0,753.0,150400.0,0.02428686543110395,-0.010377489901100432,0.10225763612217796,0.42486702127659576,2.4561897388978817,10.880427897811247,15.444436624674502,2.1148567809135055,11.679217397424168,4.2719403195157994,0.710817087761278,4.497149693856007,8.846505735801252,21.767893588570626,6.193257794355691,6.601449785347315,4.53585755507073,19.730452530086566,2.7482581462453375,1.1753114223379548,3.272573720881132,19.69853072925999,5356,13288,8.42708120269994,20.907217143666315,4.0904488693891325,14.249947162203904,0.33987486084169993,1023253144,25183933,395.08,9.724,35.310449,-80.254374,160.87121595626203
10660,"Albert Lea, MN Micro Area",69012,30752,43.9,30186,2959,14776,702,998,2881,364,1583,795,174,603,975,3407,1036,760,498,14776,1967,1194,200,326,157,112,21915,2695,873,314,82,30752,26115,387,99,943,70,953,2185,837,164900,15355,579,Albert Lea,Micro,MN,30465.0,14872.0,723.0,121600.0,0.00942064664368948,-0.006455083378160301,0.15767634854771784,0.3560855263157895,4.750947482403898,6.754195993502978,19.497834325933947,2.4634542501353547,10.713318895506227,5.380346507850568,1.1775852734163508,4.080942068218733,6.598538170005414,23.057661072008663,7.011369788846779,5.143475906876016,3.370330265295073,21.39279913373037,1.8205197617758528,1.353546291283162,2.2062804547915538,18.088067533652747,2120,7331,6.893860561914672,23.839099895941725,3.7707587105177467,9.802557476976082,0.2717141427177887,1831756443,39305226,707.245,15.176,43.674202,-93.350289,43.48139612157032
10700,"Albertville, AL Micro Area",60946,98712,38.6,97268,15841,41813,695,3694,8009,1170,5562,1920,564,1437,3665,8075,3116,2014,1892,41813,6645,2925,714,1939,946,844,65093,9466,3376,628,412,98712,81021,2579,1380,634,74,6148,6876,765,183400,43420,1607,Albertville,Micro,AL,96137.0,39832.0,650.0,141300.0,0.026784692678157213,0.049733882305683874,0.17692307692307693,0.29794762915782025,1.6621624853514458,8.83457297969531,19.15432999306436,2.7981728170664626,13.30208308420826,4.591873340827016,1.3488627938679358,3.436730203525219,8.765216559443235,19.31217563915529,7.45222777605051,4.816683806471671,4.5249085212732885,22.887618683184655,4.280965250041853,1.7076028986200464,4.637313754095616,21.32640990582705,8098,19074,8.203663181781344,19.322878677364454,3.701059419622294,16.28593165275322,0.3166664084990988,1465531837,148497637,565.845,57.335,34.309564,-86.321668,174.4506004294462
10740,"Albuquerque, NM Metro Area",67995,918567,39.6,907328,137328,428298,4913,29364,21299,8762,44618,18194,6735,25074,63756,111379,40154,23606,30444,428298,89384,32974,9686,27784,11382,11912,645319,123872,70842,15444,15868,918567,507477,25188,56871,22574,1060,100275,205122,1102,263500,453134,24836,Albuquerque,Metro,NM,915986.0,418828.0,908.0,199700.0,0.0028177286552414555,0.022610713705864937,0.21365638766519823,0.3194792188282424,1.1470985155195683,6.8559741114831265,4.972939402005146,2.0457718691191644,10.417513039986178,4.2479768759134995,1.572503257078016,5.854335065771962,14.88589720241514,26.005024538989208,9.375248074938478,5.511583056656813,7.108134990123699,28.568426656206658,5.4387365806050925,2.2615095097338767,6.48707208532377,35.02546802434145,82284,189161,8.957865893288131,20.593054181132135,5.4809394130654505,15.135430627072019,0.6278082795835862,24043885640,31811333,9283.397,12.282,35.123496,-106.458392,98.94729267745416
10760,"Alexander City, AL Micro Area",57185,41070,45.4,40302,6128,16460,211,1439,2960,347,1774,821,197,849,1273,3786,1295,872,636,16460,2012,1099,231,275,38,219,29757,3560,1442,440,130,41070,28233,9607,117,201,0,425,2487,734,144800,17794,1334,Alexander City,Micro,AL,51146.0,19629.0,636.0,104200.0,-0.19700465334532516,-0.16144480105965664,0.1540880503144654,0.3896353166986564,1.281895504252734,8.742405832320777,17.98298906439854,2.1081409477521262,10.777642770352369,4.987849331713244,1.1968408262454435,5.157958687727826,7.733900364520048,23.001215066828674,7.867557715674361,5.297691373025517,3.8639125151883356,18.9003645200486,1.5613608748481167,1.4034021871202915,1.6707168894289186,18.725005880969185,2972,10328,7.236425614803993,25.147309471633793,7.496909070473193,15.205200734454866,0.46890805954119086,1855797991,128790986,716.528,49.726,32.863308,-85.799618,57.318067123685324
10780,"Alexandria, LA Metro Area",56492,150593,37.9,144165,26782,62667,1725,4766,3934,1704,7431,3647,477,2344,4583,17858,6388,3040,4770,62667,8691,3703,881,1297,416,611,101423,13623,4949,1548,1101,150593,95978,43202,973,1812,7,1802,6819,935,173600,65853,3186,Alexandria,Metro,LA,152715.0,63036.0,814.0,144500.0,-0.013895164194741839,-0.005853797829811536,0.14864864864864866,0.2013840830449827,2.7526449327397193,7.6052786953260885,6.2776261828394535,2.719134472688975,11.857915649384845,5.819649895479279,0.7611661640097659,3.740405636140233,7.313258972026744,28.49665693267589,10.19356280019787,4.851038026393477,7.61166164009766,19.777554374710775,1.638821070100691,1.4058435859383727,2.0696698421816904,20.923261981996195,12849,28067,8.532269096173128,18.637652480526985,4.838048380483804,18.5773245933479,0.5091259437765842,5096733697,151441988,1967.86,58.472,31.325348,-92.546803,76.52627727582247
10820,"Alexandria, MN Micro Area",77264,39354,44.3,38794,3213,19699,605,1253,3813,708,2368,806,189,1079,1646,4595,1279,864,494,19699,3393,1726,317,704,209,446,28182,5627,1814,420,322,39354,37462,186,97,168,69,453,919,896,291700,20246,547,Alexandria,Micro,MN,37820.0,19488.0,710.0,226500.0,0.040560549973558964,0.010827175697865354,0.2619718309859155,0.2878587196467991,3.071221889436012,6.360728971013757,19.356312503172752,3.594091070612721,12.020914767247067,4.091578252703183,0.9594395654601757,5.4774354028123255,8.355754099192852,23.326057160261943,6.492715366262248,4.38600944210366,2.5077415097213054,25.98609066450074,3.3250418802984925,1.6092187420681254,3.573785471343723,29.03626428216592,2817,10335,7.158103369416069,26.26162524775118,2.701768250518621,8.282208588957054,0.09311399067496884,1649506207,215746559,636.878,83.3,45.936835,-95.462155,61.79205436520024
10860,"Alice, TX Micro Area",45939,45850,35.7,44984,10931,18664,2308,1635,514,302,2198,985,82,651,1294,5015,1597,967,1116,18664,2077,1099,239,225,63,134,29867,3434,882,119,60,45850,34106,367,188,190,93,2377,8529,834,99300,19689,1025,Alice,Micro,TX,51990.0,20518.0,759.0,73700.0,-0.11809963454510483,-0.09035968417974462,0.09881422924901186,0.3473541383989145,12.366052293184742,8.76018002571796,2.7539648521217317,1.6180882983283327,11.776682383197599,5.277539648521217,0.43934847835405055,3.4879982854693528,6.933133304757823,26.86990998714102,8.556579511358766,5.181097299614231,5.979425632233176,17.016716673810546,1.0555079297042433,1.280540077153879,1.205529361337334,15.050055244919141,4288,8170,9.352235550708834,17.81897491821156,5.205952562344456,24.29975102258581,0.4092785192813795,4684072388,9464999,1808.531,3.654,27.359741,-98.157214,25.352067506722307
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",82602,866764,41.4,842054,86504,428874,2506,25695,56376,13093,47609,34455,7685,21557,44049,112774,32147,18623,12305,428874,79394,36697,10359,20226,9688,7826,607910,125073,54797,10116,8984,866764,640006,52287,2429,26537,176,57890,87439,1309,277800,453195,24321,Allentown-Bethlehem-Easton,Metro,PA-NJ,841265.0,415685.0,1090.0,219200.0,0.030310306502707232,0.03172835199730565,0.20091743119266056,0.26733576642335766,0.5843208028465237,5.991270163264735,13.145119545600807,3.0528780014642996,11.100929410502852,8.03382811734915,1.7919015841482582,5.02641801554769,10.270848780760783,26.295368802958446,7.495674720314124,4.342301002159142,2.86914105308319,27.06878943465913,4.083716895871515,2.4153947313196884,4.716070454259293,32.7301738744222,74144,180128,8.554116230023398,20.7816660590426,5.36656406182769,10.272975367375489,0.4355650628145862,3763313649,58258898,1453.024,22.494,40.789339,-75.398158,596.5242143281873
10940,"Alma, MI Micro Area",61128,41478,39.7,35396,5050,17173,588,1255,2508,342,2000,709,131,731,1034,4711,1379,819,966,17173,2257,1077,220,369,131,210,28534,3738,1355,120,214,41478,36259,2268,125,168,0,618,2040,808,136800,18026,853,Alma,Micro,MI,40692.0,16562.0,688.0,97600.0,0.019315836036567384,0.036891679748822605,0.1744186046511628,0.4016393442622951,3.423979502707739,7.307983462411925,14.604320736039131,1.9914982821871545,11.6461887847202,4.1285739241833115,0.7628253653991731,4.256682000815233,6.021079601700344,27.43259768240843,8.030047167064579,4.769114307342922,5.625109183019856,19.414196704128575,1.9856751877947942,1.281080766319222,2.148721830780877,19.019415434218825,4625,8096,11.150489416075992,19.518781040551616,4.732053700210806,14.267148830376314,0.23016308456582046,1472098902,8369164,568.381,3.231,43.292326,-84.60469,72.97569763943552
10980,"Alpena, MI Micro Area",51909,28908,47.6,28360,4815,11970,289,933,1517,232,1323,716,88,516,961,3057,1314,684,340,11970,1788,900,289,431,259,146,21587,2435,1033,257,104,28908,26978,249,18,142,0,104,1417,660,137800,12884,914,Alpena,Micro,MI,28431.0,12246.0,580.0,104900.0,0.016777461221905668,-0.02253797158255757,0.13793103448275862,0.3136320305052431,2.4143692564745196,7.794486215538847,12.673350041771094,1.9381787802840433,11.052631578947368,5.981620718462824,0.7351712614870509,4.31077694235589,8.028404344193818,25.53884711779449,10.977443609022556,5.714285714285714,2.8404344193817876,22.45614035087719,3.3834586466165413,2.4143692564745196,3.6006683375104425,17.737527215453746,2087,8055,7.219454822194549,27.86425902864259,7.0940701645451725,16.978138222849086,0.12655530791786374,1481211409,2908626983,571.899,1123.027,44.894954,-83.426574,50.54738686376441
11020,"Altoona, PA Metro Area",60594,121854,42.9,118154,15388,56533,545,3788,5698,1440,7806,4387,636,1821,4477,15388,5138,3035,2374,56533,8316,3747,842,1857,773,847,87152,14289,4857,1247,597,121854,113639,2165,80,712,10,527,4721,854,156700,59161,2628,Altoona,Metro,PA,122495.0,56352.0,741.0,128200.0,-0.00523286664761827,0.003211953435547984,0.1524966261808367,0.22230889235569423,0.9640387030583907,6.700511205844374,10.07906886243433,2.547184830099234,13.80786443316293,7.760069340031486,1.1250066332938284,3.2211274830629897,7.919268391912689,27.21950011497709,9.088496984062406,5.368545805104983,4.199317212955265,21.337979587143792,2.865582933861638,1.4893955742663576,3.2848071038154707,24.08435836240132,9316,28170,7.6452147652108255,23.117829533704267,4.442115582900898,13.023680958748752,0.1284184895797006,1359916303,3294803,525.067,1.272,40.498683,-78.309597,232.0732401769679
11060,"Altus, OK Micro Area",61497,24730,35.0,23875,3813,10641,680,499,925,237,1311,588,123,403,745,2457,942,364,1367,10641,1403,810,118,271,64,86,15910,2498,1037,170,145,24730,17809,1637,460,370,25,1486,2943,865,145000,11229,588,Altus,Micro,OK,24808.0,10722.0,722.0,99700.0,-0.003144147049338923,-0.007554560716284275,0.19806094182825484,0.4543630892678034,6.390376844281552,4.6894088901419035,8.69279203082417,2.227234282492247,12.32027065125458,5.525796447702284,1.1559063997744572,3.7872380415374494,7.001221689690819,23.089935156470258,8.852551451931209,3.42073113429189,12.846536979607178,20.796917582933936,1.4096419509444602,1.1089183347429752,2.5467531247063246,24.198617221873036,2710,4163,10.958350181965224,16.833805095026282,5.236441357200107,15.970680628272252,0.4586764390639283,2078860497,4114418,802.653,1.589,34.594006,-99.412235,30.810325258860303
11100,"Amarillo, TX Metro Area",66571,270207,36.3,260317,37238,126873,2599,10936,12894,3692,14651,9434,1401,7522,10568,28822,11317,5827,7210,126873,19197,8587,2190,4554,2049,1911,176439,30214,10962,2067,1855,270207,192826,17739,1747,8777,388,12176,36554,1044,196500,131162,4289,Amarillo,Metro,TX,264345.0,125503.0,878.0,147600.0,0.022175566021676217,0.010916073719353322,0.18906605922551253,0.3313008130081301,2.0485051981114974,8.619643265312558,10.162918824336147,2.9099966107840123,11.547768240681625,7.4357822389318455,1.104253860159372,5.92876340907837,8.329589431951637,22.717205394370747,8.919943565612858,4.592781758136089,5.682848202533242,21.899064418749457,3.121231467688161,1.7261355844033008,3.589416187841385,25.560108592771442,25312,45931,9.367632962876609,16.99844933698979,3.2700019822814537,14.304866758605852,0.4650013511950687,13340979939,84943239,5150.981,32.797,35.247999,-101.90867,52.45738627263428
11140,"Americus, GA Micro Area",42821,33713,37.8,31951,6810,14585,608,565,1933,328,1480,674,561,675,1533,3553,1215,634,826,14585,2195,1053,219,558,185,315,21565,2550,1327,254,388,33713,15642,15313,58,393,48,313,1946,841,126500,15308,723,Americus,Micro,GA,34929.0,14745.0,710.0,125400.0,-0.03481347877122162,-0.010851135978297729,0.18450704225352113,0.008771929824561403,4.168666438121357,3.873842989372643,13.253342475145697,2.2488858416181006,10.147411724374358,4.621186150154268,3.846417552279739,4.628042509427495,10.51079876585533,24.360644497771684,8.330476516969489,4.3469317792252316,5.663352759684607,22.269454919437777,3.428179636612959,1.5015426808364758,3.825848474460062,20.955251565035937,3783,6514,11.22119063862605,19.32192329368493,4.72302064280115,21.313886889299237,0.5748553290159863,1682937494,27581090,649.786,10.649,32.098355,-84.224304,51.88323540365598
11180,"Ames, IA Metro Area",71090,125261,30.0,112468,17803,66717,2242,3809,6495,1503,7614,2835,726,3424,5722,22418,5065,2049,2815,66717,15381,5514,1456,4656,1696,1611,71626,19778,8299,1699,3728,125261,106846,3019,458,6721,91,2074,6052,1002,231600,69672,2955,Ames,Metro,IA,123736.0,65574.0,909.0,179700.0,0.012324626624426198,0.017430688992588525,0.10231023102310231,0.2888146911519199,3.3604628505478367,5.70918956188078,9.735149961778857,2.2527991366518276,11.41238365034399,4.2492917847025495,1.0881784252889068,5.132125245439693,8.576524723833506,33.60163076876958,7.591768214997677,3.0711812581500966,4.219314417614701,31.318854265029906,4.9567576479757784,2.1823523239953837,6.978731058051172,46.776310278390525,23274,19475,18.58040411620536,15.547536743280032,4.2413021012745435,15.829391471351851,0.2663309912376506,2960369528,11071777,1143.005,4.275,42.036128,-93.698008,109.58919689765136
11200,"Amherst Town-Northampton, MA Metro Area",86391,156595,38.7,135322,14750,79837,565,3541,6245,1268,7908,2871,1472,3856,7606,30309,7221,3791,3184,79837,17225,6543,1905,4273,2320,1177,99992,24534,18276,2872,5434,156595,130409,3647,153,7889,105,3384,11008,1332,363400,84102,4265,Amherst Town-Northampton,Metro,MA,,,,,,,,,0.7076919222916693,4.435286897052745,7.822187707453937,1.5882360309129853,9.905181807933666,3.596077006901562,1.8437566541828976,4.8298408006312865,9.526911081328207,37.963600836704785,9.04467853250999,4.748424915765873,3.988125806330398,29.770657715094508,4.380174605759234,2.3861117025940355,5.352155015844784,51.12008960716857,22036,34162,14.071969092244323,21.81551135093713,5.071223038691113,10.89992758014218,0.29798913793675486,1365533874,46625894,527.236,18.002,42.339459,-72.663694,297.0112056081148
