,cbsa_code,cbsa_name,city,state,cluster_k6,centroid_lat,centroid_lon,MedianHomeValue_B25077,MedianGrossRent_B25064,MedianHouseholdIncome_B19013,affordability_score,job_growth_score,safety_score,education_score,health_score,walkability_score,diversity_score,urban_score,weather_warmth_score,weather_mildness_score
233,20020,"Dothan, AL Metro Area",Dothan,AL,2,31.245528,-85.46919,163700,878,56772,63.093862654344996,57.424918264027575,30.676975785581693,20.811340722546387,24.68655489449838,15.067149746805699,65.56974030234188,11.740642166286584,92.74788190436722,79.71689119133154
234,20060,"Douglas, GA Micro Area",Douglas,GA,2,31.459541,-82.867327,114400,697,48038,66.66666666666666,39.8261522114856,97.90725216698573,0.0,21.973826922657974,0.0,82.6789859307145,4.309102555991545,84.4066655423066,84.8402747487961
235,20100,"Dover, DE Metro Area",Dover,DE,5,39.097088,-75.502982,290600,1285,72872,47.53880481823511,55.70185811494315,44.92976269391203,40.68279946182796,40.014827644584244,58.432281556845766,85.0412367216169,35.35154971662098,52.83562112941101,62.410433563101805
236,20140,"Dublin, GA Micro Area",Dublin,GA,2,32.530337,-82.856611,122800,757,50316,66.78539785517064,26.92338513314572,64.45335323497906,4.975448411200008,20.889458750009997,1.6044246102839859,78.67275278656135,5.115695456451217,80.37185900594015,82.77390916236466
237,20180,"DuBois, PA Micro Area",DuBois,PA,1,41.006862,-78.477724,125000,788,60181,72.53528493294853,42.56925210102747,98.6610761503118,17.749239066437866,43.340545006532,25.38324223796135,2.0761031778594963,27.403709809438457,21.029118349759738,45.18324189566084
238,20220,"Dubuque, IA Metro Area",Dubuque,IA,0,42.463481,-90.878771,226100,944,75919,68.89495327027046,56.35885644875263,60.28493743446724,61.71206384876603,75.60089957465739,36.69248201894861,13.424731004699197,50.67680345159184,14.366059300970747,16.24730929165909
239,20260,"Duluth, MN-WI Metro Area",Duluth,MN-WI,1,47.329703,-92.37627,208900,959,71067,66.29584143503712,37.70543971134178,60.637880273379864,54.6415560672281,56.57530631590808,64.2898944473659,11.988026385983705,28.20264664438301,0.0,26.32668054365128
240,20300,"Dumas, TX Micro Area",Dumas,TX,5,35.835676,-101.890502,135400,894,61325,68.26734254280407,64.66394997859524,93.17452017146681,0.0,50.75431901460081,37.089191183110934,84.25903971908349,30.37131714609491,49.767433218757354,66.25924138823194
241,20340,"Duncan, OK Micro Area",Duncan,OK,2,34.481361,-97.855607,135100,865,60236,68.64664276022998,43.93674359564171,1.4210854715202004e-14,15.804223037633113,16.995357452570666,22.084591705745137,41.612764585453064,13.686867773520309,67.33386758655787,72.21441914698696
242,20420,"Durango, CO Micro Area",Durango,CO,4,37.287367,-107.839718,549100,1409,85296,33.875483127760184,57.390280379680284,79.44297366556711,100.0,81.87794702228169,24.09292820901401,33.893631444039414,8.899017756755402,11.994952093769587,44.07810546416969
243,20460,"Durant, OK Micro Area",Durant,OK,2,33.964004,-96.265135,163700,914,54280,59.863318817569045,48.90062510500415,53.5071293315649,32.61470621169894,22.260981330758483,14.165154285426087,68.21437225996891,14.408881900940877,75.4860976413243,77.39795141256404
244,20500,"Durham-Chapel Hill, NC Metro Area",Durham-Chapel Hill,NC,4,35.995536,-79.09699,359400,1374,81017,43.87502715240997,33.489788119624265,14.692887443656886,100.0,77.31374147373899,62.63908625515508,94.55179482150129,54.297467490988346,60.33620980011171,71.58076997929498
245,20540,"Dyersburg, TN Micro Area",Dyersburg,TN,2,36.054196,-89.398306,159500,760,54973,66.812296967264,41.85775360419435,2.224670713839771,23.192314912984568,17.068916720360235,0.0,48.211473897393944,11.62792464035413,57.91553242630681,63.19283282577255
246,20580,"Eagle Pass, TX Metro Area",Eagle Pass,TX,5,28.729787,-100.316678,151500,789,51270,63.68394266322589,33.21257781297264,74.66697759964163,1.5135349771729156,39.92667732846092,25.618988567650465,89.5041318100117,28.99861208764183,100.0,78.47160855969614
247,20660,"Easton, MD Micro Area",Easton,MD,3,38.748349,-76.178476,398300,1248,84378,47.855039936048705,45.99196067232042,64.67484155669179,90.75599223050358,60.77854622412853,32.76704191342628,55.266818060439405,21.727406458024078,56.63910014623871,58.69881386173657
248,20700,"East Stroudsburg, PA Micro Area",East Stroudsburg,PA,3,41.05624,-75.329065,241200,1347,82374,56.354767905511146,29.38992407552788,100.0,44.601074122569536,43.340545006532,32.35172708436475,77.7651458726421,29.712576374966467,10.500617575888397,37.65356529937033
249,20740,"Eau Claire, WI Metro Area",Eau Claire,WI,0,44.938672,-91.284322,240700,974,72513,63.94891989102419,63.562513570671804,94.1210973814286,55.04982569028133,65.19948249936533,35.427164399777396,11.338491513161424,32.345644145842236,3.272664934590244,27.876805064516223
250,20780,"Edwards, CO Micro Area",Edwards,CO,4,39.626992,-106.695169,814700,2032,103174,33.33333333333333,45.41449335141667,77.85740438150042,100.0,94.52313123957997,64.00265513123074,61.475847153600284,8.288711679403441,0.0,40.20523191285148
251,20820,"Effingham, IL Micro Area",Effingham,IL,1,39.155051,-88.437879,167400,740,74219,80.88635619138984,100.0,82.70030656945337,32.21023428581634,63.19803326414754,24.354957434294164,0.0,10.614623973045461,41.815549348249355,52.19799074065949
252,20900,"El Campo, TX Micro Area",El Campo,TX,2,29.27848,-96.229674,182700,986,66100,63.93388083288452,32.51620001729612,61.34300284095118,14.89472953224732,44.95312049876809,22.050132183204806,83.09490492415114,12.918399310162677,100.0,77.66585161930453
253,20940,"El Centro, CA Metro Area",El Centro,CA,5,33.040814,-115.3554,279500,1012,56393,47.31547894506358,33.18346235548956,72.38220953548867,4.167239119620802,53.80267367418831,50.2271983026455,100.0,34.00985353355041,100.0,72.87648083399284
254,20980,"El Dorado, AR Micro Area",El Dorado,AR,2,33.168219,-92.598145,114700,825,50221,64.74859891587474,48.973227452773,16.202597159358966,13.843886796724842,19.799718613842593,11.570749149490402,75.06179474697294,11.846961277379272,75.19280737583689,77.16465172382792
255,21020,"Elizabeth City, NC Micro Area",Elizabeth City,NC,5,36.265199,-76.260691,223300,1146,63912,52.450530505845435,6.73860594698467,54.12250508922381,41.085362137484935,49.19113037119155,28.285231346931972,85.6841042641399,33.10986794876215,70.3710741619312,75.76693852838287
256,21060,"Elizabethtown, KY Metro Area",Elizabethtown,KY,1,37.651209,-85.887598,201100,935,67630,65.4338185582593,9.511609237655435,76.94269244802574,29.005936434100747,60.078290488989225,10.944137204688513,47.89188353055578,15.494784461329642,43.52365529442063,56.24523629710849
257,21120,"Elk City, OK Micro Area",Elk City,OK,2,35.270601,-99.690057,153400,821,52323,63.018977264625846,33.028309451758666,73.45027804548664,0.0,24.936272444461377,48.9932313530064,36.04846165116574,18.285171893200953,64.23676374538536,72.1371796489459
258,21140,"Elkhart-Goshen, IN Metro Area",Elkhart-Goshen,IN,1,41.600693,-85.863986,194400,1023,65617,61.09112546382601,51.269702255237696,50.322465958851566,16.632755426584207,39.93250726432136,26.898679816347165,56.73963836432892,75.2733860292228,26.44569378907421,25.22742770592201
259,21180,"Elkins, WV Micro Area",Elkins,WV,1,38.781095,-79.867788,137800,807,55057,66.93387241241443,30.83271688695988,89.23321283344733,13.990240870001692,7.134840699428897,13.132174601102717,10.041284257442088,7.687504984852631,31.999619964317677,33.14485271162503
260,21220,"Elko, NV Micro Area",Elko,NV,5,40.906086,-115.554577,280400,1122,83305,62.44825429696781,50.999479486491026,67.1459059049979,9.164162767824921,58.70128523043277,12.000403657204826,69.09861940504604,13.63945078226254,13.018369878139309,43.78431015045896
261,21260,"Ellensburg, WA Micro Area",Ellensburg,WA,0,47.124441,-120.676709,459900,1253,69928,31.72497438316671,25.821512596326805,69.97208544186111,69.91435351398516,70.66207523643314,26.69463929403455,36.740332349422175,20.513899099774246,24.954457378335253,56.14002342947026
262,21300,"Elmira, NY Metro Area",Elmira,NY,1,42.148697,-76.752471,132100,1020,63469,65.14569292525167,28.5774225505822,57.16288551159829,41.18771446526911,58.73214270201209,29.563698344975375,26.550580491019048,46.07694459150416,18.576426900599735,42.78455006796101
263,21340,"El Paso, TX Metro Area",El Paso,TX,5,31.527394,-105.521333,167000,1045,58800,57.68826392984492,49.28715758142115,55.77008984578195,35.777224028975645,61.93448113875516,100.0,100.0,55.04188190263497,77.0558201868798,85.48387096774194
264,21380,"Emporia, KS Micro Area",Emporia,KS,5,38.382134,-96.359301,137800,796,58788,70.07835023722552,48.65323627749164,42.93205324375677,44.503377406706875,58.42884908853446,35.81363782843566,52.492069197474805,34.6217802952912,39.15631546285249,52.72677734010934
265,21420,"Enid, OK Metro Area",Enid,OK,5,36.378132,-97.788741,149800,915,67302,70.51068718039868,56.84916239531468,17.48299579797724,25.45227753404525,42.06717951583976,44.46572159194502,59.21990555863378,31.938716414061354,61.66014680432807,66.24065265512206
266,21460,"Enterprise, AL Micro Area",Enterprise,AL,2,31.402258,-85.989602,180300,970,64672,63.739361957438774,52.43717744373586,85.10359964667322,22.801197238837418,35.09622376075818,13.545770312924168,64.49229285709804,6.261568468484984,97.02227769240037,76.5725613368845
267,21500,"Erie, PA Metro Area",Erie,PA,0,42.117952,-80.096386,169500,876,61476,66.07845590638604,33.56022811698679,74.20650313885713,50.59908379021211,60.078290488989225,99.59270105596178,33.52734665699714,62.9833585000986,29.010950890861327,29.253693763918236
268,21540,"Escanaba, MI Micro Area",Escanaba,MI,1,45.805229,-86.901938,146800,698,54829,68.71183320348418,45.714434666249176,61.63064921304315,17.61384867930048,25.81488491173705,27.247276177833793,10.034180736389095,11.061524948959166,0.0,30.527500523349282
269,21580,"Española, NM Micro Area",Española,NM,2,36.509669,-106.693983,230900,760,53901,59.73386491366977,66.41561439354864,59.2304880961795,13.531420098366528,38.72926045499678,0.0,100.0,0.0,5.527075641947304,43.16726724967363
270,21640,"Eufaula, AL-GA Micro Area",Eufaula,AL-GA,2,31.867281,-85.335032,108700,647,43740,66.66666666666666,18.243019894293056,44.95872005180709,0.0,10.529638364049513,0.0,88.40127098826937,1.2426028939168763,89.22013706177829,79.87062520594553
271,21660,"Eugene-Springfield, OR Metro Area",Eugene-Springfield,OR,4,43.928334,-122.897581,395800,1287,69311,35.59105377352397,40.18112638496211,36.984370068664546,63.66274838947218,56.734786663351116,100.0,37.827387742610924,47.54568121626143,37.09295650524513,71.59062630558752
272,21700,"Eureka-Arcata, CA Micro Area",Eureka-Arcata,CA,5,40.706655,-123.926176,418800,1249,61135,29.120952217962127,21.782909897062563,52.048951898880325,59.036534272033634,55.74327383160023,98.00687719758864,61.27508979570864,26.405056626804967,33.959707703806565,72.02174876988607
273,21740,"Evanston, WY-UT Micro Area",Evanston,WY-UT,3,41.412124,-110.760958,258900,876,81526,72.7569089753379,86.6915047170283,65.26084121367967,23.237304161759536,67.59995218804818,24.867702399825415,9.815810189242216,6.863339992591291,0.0,38.612903225806456
274,21780,"Evansville, IN Metro Area",Evansville,IN,1,38.049142,-87.584519,190800,963,67671,65.2678384356924,22.555860364810215,1.4210854715202004e-14,48.216076447360074,49.085777635183526,29.618018580973917,27.922855072693498,50.16313033811069,52.79431265724124,56.24207126468432
275,21820,"Fairbanks-College, AK Metro Area",Fairbanks-College,AK,0,64.670454,-146.496061,282500,1424,84722,51.37919947680062,23.602136039168606,53.4954468461535,64.6090641173306,84.6589015648672,8.738614663944094,69.21028923160848,16.769477463850407,0.0,29.308191502387658
276,21860,"Fairmont, MN Micro Area",Fairmont,MN,1,43.677173,-94.547096,158800,735,62969,73.56674110251942,48.69834074928045,65.06118674121677,30.560100626934545,49.96197165532097,28.589020510562204,2.2518218934241205,7.782872015103033,6.206600254151112,28.964941548749835
277,21900,"Fairmont, WV Micro Area",Fairmont,WV,1,39.505839,-80.243402,164300,901,67537,69.95434523598011,45.90179178468573,92.84204181588967,37.59711931757204,19.53434188446564,26.677588547344158,5.866759747212667,34.53987876857901,39.18316598860983,56.60785494369756
278,21980,"Fallon, NV Micro Area",Fallon,NV,3,39.53771,-118.264166,298000,1203,73268,50.40830806437819,55.871142068633844,85.23274270173317,12.77632628102103,45.69120137149182,12.630337286956117,55.9731333290821,18.850670738787194,39.673704255825434,62.34384353610892
279,22020,"Fargo, ND-MN Metro Area",Fargo,ND-MN,0,46.914859,-96.960183,276600,940,75523,64.30943192703667,66.4247988453865,17.248396910964956,93.81535385266575,86.56203784504999,100.0,31.504056302041974,49.9456033524565,0.0,9.002142186616291
280,22060,"Faribault-Northfield, MN Micro Area",Faribault-Northfield,MN,0,44.350775,-93.298513,298500,1046,82792,63.476625100517296,49.36933444862094,100.0,50.84576476523522,72.30929946533381,38.23182635109959,43.26760354749999,34.680735619918764,5.586972945440471,8.622305362223365
281,22100,"Farmington, MO Micro Area",Farmington,MO,2,37.810707,-90.473868,155100,786,54813,66.05862920269405,43.16443193739738,86.15985402533565,3.76732278045527,24.75421538430816,33.11048961459123,8.229410367594667,25.320711832932535,48.23901918306563,58.333562468849266
282,22140,"Farmington, NM Metro Area",Farmington,NM,2,36.511624,-108.324578,185100,917,53020,56.941467717786615,15.596190926263038,38.053256227176675,6.0407829089036476,29.727593165419965,43.77824921455239,100.0,9.487986024001579,36.13666501642179,54.1899550774786
283,22180,"Fayetteville, NC Metro Area",Fayetteville,NC,5,35.037956,-78.982209,185900,1150,58909,51.957891080787235,0.5266984640293116,21.964334125142948,39.391837521264264,49.420000532070276,15.660460724807622,100.0,44.07858875610196,75.5325697007858,79.53364678324083
284,22190,"Fayetteville, TN Micro Area",Fayetteville,TN,2,35.142784,-86.593403,209100,782,63115,67.48335584304941,59.98781362077666,41.3431482744754,15.071651297331517,23.788310152235717,0.7660004989977689,22.742145575305837,4.5889359492248465,63.251556288349214,69.65560070087739
285,22220,"Fayetteville-Springdale-Rogers, AR Metro Area",Fayetteville-Springdale-Rogers,AR,4,36.116394,-94.079545,273400,1094,77979,60.301089244109505,78.24310178791221,47.70504927288064,68.9280343562101,70.92086848067886,31.762317700505672,74.98841818786441,33.440677599073275,55.91310347457337,63.341548581214745
286,22260,"Fergus Falls, MN Micro Area",Fergus Falls,MN,1,46.405727,-95.714581,252500,805,70912,68.41135286399725,42.96860176575696,97.60678007366326,42.84930241619123,55.269057311393595,11.35452223404818,6.7830013853979985,3.7157069656262456,0.0,26.473613321905226
287,22300,"Findlay, OH Micro Area",Findlay,OH,1,41.000217,-83.665947,196500,926,69699,67.69782473943118,48.68886174978866,67.10774033577749,50.96025655891536,53.27236068930645,30.74429342820602,13.297425495740276,34.079462158544175,34.54215738756442,51.29975570404878
288,22340,"Fitzgerald, GA Micro Area",Fitzgerald,GA,2,31.740772,-83.147197,114600,692,39081,66.65960825833774,51.14262551785569,12.986912010184227,0.0,14.564892300875487,3.723448157520485,78.79543291896822,17.868534502560593,84.4066655423066,84.8402747487961
289,22380,"Flagstaff, AZ Metro Area",Flagstaff,AZ,4,35.829692,-111.773728,413200,1406,69748,29.67904818994787,43.62974900046511,38.16451573827515,84.8984312635947,80.66264328792445,64.1337378224983,92.75151024126238,18.65430027368452,26.199908285429025,57.904928370184635
290,22420,"Flint, MI Metro Area",Flint,MI,1,43.021077,-83.706372,172900,936,60673,62.82823417703917,29.227509000141826,61.04163536547816,27.295805673536687,28.95615492484269,53.82501882839603,60.13290799920941,72.20979730796249,15.913062167985881,40.973897188233096
291,22500,"Florence, SC Metro Area",Florence,SC,2,34.153574,-79.806164,158800,898,53874,60.63185307336499,34.29196070025681,58.673891651984555,25.761806005808317,34.27225380841347,14.352371230535052,83.3586025499063,19.210860536253833,80.76015879511202,81.7268998895371
292,22520,"Florence-Muscle Shoals, AL Metro Area",Florence-Muscle Shoals,AL,2,34.799254,-87.719388,175800,813,58049,65.51811504991103,69.41906953776535,55.04932122721702,32.82265976903202,41.901338322333494,16.417987688893483,38.71445323656015,24.409114111431094,66.08222042748565,72.03068376598257
293,22540,"Fond du Lac, WI Metro Area",Fond du Lac,WI,1,43.754722,-88.493284,209800,926,73154,69.03440451539049,54.68204916964814,64.75899064049344,26.51527746374488,49.860476850571814,29.734904895820282,16.81664643611624,32.56455815732899,12.364663051618086,35.669429299442726
294,22580,"Forest City, NC Micro Area",Forest City,NC,2,35.402747,-81.919582,180800,748,49771,61.62714163765303,38.828323782998574,78.98210033020518,19.90179763779043,24.71608766624539,7.9764016238110385,34.992967789362844,9.441341248680278,58.6084822825423,68.75970070512443
295,22620,"Forrest City, AR Micro Area",Forrest City,AR,2,35.022838,-90.751506,87700,791,41784,64.56015779092701,2.0289601770750494,42.475587227370326,0.0,11.681941073541717,0.0,78.76397145459342,3.158605352532076,70.99483231785884,72.05186429876635
296,22660,"Fort Collins-Loveland, CO Metro Area",Fort Collins-Loveland,CO,4,40.658093,-105.486764,532200,1677,91364,31.435728441987923,60.448550744051786,50.13256585704424,100.0,86.4592173075764,83.95163414835501,31.46515019303357,48.07974234090378,0.0,44.0560095637966
297,22700,"Fort Dodge, IA Micro Area",Fort Dodge,IA,1,42.433579,-94.175831,138500,762,68054,78.08951454143102,58.67893474797171,1.4210854715202004e-14,19.308699354974724,55.84041145117858,92.49915572062262,22.796896806617944,25.294162198397267,11.113015892545848,30.322602484382323
298,22780,"Fort Leonard Wood, MO Micro Area",Fort Leonard Wood,MO,5,37.824835,-92.207022,189700,1072,66435,60.167140991897234,56.237584625807536,95.79243925000961,44.65885976300174,75.18583505474196,12.213999157190315,62.907097567439955,7.883874232238464,49.44419432037036,59.18098659238654
299,22800,"Fort Madison, IA Micro Area",Fort Madison,IA,1,40.647588,-91.477157,123600,814,59803,71.35855095010476,21.777195264297422,63.25404461597164,21.12095545460354,46.77652745048074,19.579966168503365,7.283337151844591,15.823234185068003,31.495656415376384,33.90317485857138
300,22820,"Fort Morgan, CO Micro Area",Fort Morgan,CO,1,40.263159,-103.81221,299300,1092,75407,56.22627991904142,60.78692637615364,58.59533836191531,9.195817164418855,64.76301749400848,23.790531985723742,66.9220153643483,15.000753875618756,24.648774571196906,38.86746091214148
301,22840,"Fort Payne, AL Micro Area",Fort Payne,AL,2,34.460915,-85.804021,135500,683,51149,67.03533184849296,51.15448195121121,97.83270450538865,0.0,18.442356186817527,0.0,39.913634028179395,7.348981047270321,58.592991596055136,69.44142102964685
302,22900,"Fort Smith, AR-OK Metro Area",Fort Smith,AR-OK,2,35.429088,-94.448349,160100,841,56717,64.83109988012167,13.002263868063737,16.236728813030297,22.407639859615152,28.037620968052757,20.87298108423609,66.85024444840897,28.998400163314383,72.93633122602435,72.44876001574805
303,23060,"Fort Wayne, IN Metro Area",Fort Wayne,IN,0,41.006999,-85.216424,194000,963,69378,66.22562903573866,78.93954096981206,52.71376995596765,50.766204254628896,53.7327522953092,69.73926409801476,56.270305171850865,56.36554062004578,29.016114440459038,33.57212174978084
304,23140,"Frankfort, IN Micro Area",Frankfort,IN,1,40.305944,-86.477567,157300,915,63690,67.22486152684417,63.394057417338075,87.65807190154831,6.269946312407537,40.77822505349734,15.884548053419714,33.34644442831532,25.07182672953372,31.860203823627174,36.967587954432965
305,23180,"Frankfort, KY Micro Area",Frankfort,KY,3,38.121449,-84.933167,204700,922,68277,66.09905294922646,54.763456703638774,81.53528305707856,51.55166847385609,43.340545006532,19.348562332678483,27.692091544858613,32.81711703091408,50.139209619061354,60.15683568642854
306,23190,"Franklin, KY Micro Area",Franklin,KY,2,36.740937,-86.581793,195700,1011,57392,55.47437788775592,51.02419280721958,60.800141389450495,6.406534493657907,43.340545006532,0.0,30.03347107696178,9.893387040107175,56.59159538439644,62.608656059394534
307,23240,"Fredericksburg, TX Micro Area",Fredericksburg,TX,3,30.325093,-98.94185,432300,1331,67799,29.536494364379255,51.77514105867497,57.65167313027226,70.19364431990108,53.318753002860234,20.236090117883577,28.92480039832328,4.382904480698036,83.7209446404303,85.5206225947328
308,23300,"Freeport, IL Micro Area",Freeport,IL,1,42.349726,-89.665994,127500,764,61943,74.54153939197855,42.69963844941689,68.41230157449971,23.499303396358613,40.69027640917182,21.442398100293307,37.346267314837164,26.46591700602339,16.059707300729603,20.215435756225165
309,23340,"Fremont, NE Micro Area",Fremont,NE,1,41.577008,-96.645852,188100,985,71294,67.27030093568736,58.48439115804305,60.56263979072911,22.861185185493554,63.93321346467631,50.23166881205558,25.565885947421023,39.98757111575415,26.62641843962846,41.51748552665066
310,23380,"Fremont, OH Micro Area",Fremont,OH,1,41.355319,-83.142776,152500,786,62500,71.8725943951957,47.39886759485328,81.83568151761915,14.482341513926475,35.84889005211404,23.149500378660086,26.753215953147535,28.106428882922355,28.390290842075935,46.33473836752454
311,23420,"Fresno, CA Metro Area",Fresno,CA,5,36.879404,-119.668488,363300,1301,71897,39.78497993440225,70.0,19.71843092406599,27.618661489697516,58.71944687575325,100.0,100.0,49.77398122955279,83.50820595221492,89.16129032258064
312,23460,"Gadsden, AL Metro Area",Gadsden,AL,2,34.047641,-86.034263,160600,807,53070,63.47868051068421,36.98477138558025,79.39814252390008,8.892694226369613,18.37676996508803,12.114052219097506,49.72724542618029,27.110093258506108,74.25510471833695,76.08600274638341
313,23500,"Gaffney, SC Micro Area",Gaffney,SC,2,35.049796,-81.607647,135200,813,49047,62.5603494545221,36.99645703411342,74.43551363281966,12.074309851567971,33.779665002094426,0.0,64.22278891593078,19.58610628581154,56.00088400620466,69.03426015082695
314,23540,"Gainesville, FL Metro Area",Gainesville,FL,5,29.453355,-82.666257,245800,1219,58946,43.97789466769353,67.25025804863697,47.335713211832825,89.4413854651447,75.17456785109532,71.56815485093277,76.56766165500983,35.640804682203,99.79097904789415,81.60075626263279
315,23580,"Gainesville, GA Metro Area",Gainesville,GA,3,34.317569,-83.8185,313600,1247,77430,50.31989035547282,61.70208419340865,72.9984601557851,40.66053229767096,66.40559796889875,17.37115254072396,75.5770134440063,54.939108420608186,62.52969050159485,71.71862857375217
316,23620,"Gainesville, TX Micro Area",Gainesville,TX,5,33.639196,-97.210343,224600,1088,72472,60.84259685286509,63.12794105225984,71.86437416581693,29.891726721704966,52.62089069222404,17.254433011837257,46.1946585295755,16.52146866241628,74.74977383276955,75.84059730360643
317,23660,"Galesburg, IL Micro Area",Galesburg,IL,1,40.930945,-90.213792,104900,725,53291,70.44255168285297,42.61822067123513,100.0,18.56920263796859,40.783636220996584,25.672968319635505,34.07249929572584,22.896267609954023,26.118324043470206,31.64731286196504
318,23680,"Gallipolis, OH Micro Area",Gallipolis,OH,2,38.817046,-82.301746,135000,798,56455,68.55158627368449,51.95899961004226,77.47367246730222,10.349297552719406,15.69418468846515,13.80487348826943,4.598571135908157,16.250961220562804,44.585283443817886,57.29693080075449
319,23700,"Gallup, NM Micro Area",Gallup,NM,2,35.584062,-108.253294,72100,810,44496,63.810650887573956,27.003204499101532,38.60578269898856,0.0,12.354080709077095,2.007105885897714,52.96915630123358,0.06544692549452819,25.91797785921181,47.08036631257514
320,23780,"Garden City, KS Micro Area",Garden City,KS,5,38.049808,-100.739967,191100,991,72437,67.5993079965292,18.04965712739847,30.18493543623893,16.644436587687462,65.5729740045519,44.357599940673055,99.82739228102905,30.388613547585614,42.28130253216308,52.37809823266749
321,23820,"Gardnerville Ranchos, NV-CA Micro Area",Gardnerville Ranchos,NV-CA,3,38.73469,-119.714259,584700,1544,88659,30.993241963134214,67.85444881357692,78.79103555768745,59.927065344353565,63.692241530018826,33.50710602324743,40.18207439405907,7.010602987727674,34.151792155937045,63.34288253611249
322,23900,"Gettysburg, PA Metro Area",Gettysburg,PA,1,39.869471,-77.21773,256100,1084,81071,64.4682698451974,64.32747669857358,98.82411563613928,33.91270787943388,60.078290488989225,34.92132866680508,12.277560199554514,27.39792680135412,36.63959582528833,40.988766864776316
323,23940,"Gillette, WY Micro Area",Gillette,WY,0,44.191999,-105.517014,266400,952,95253,78.14201809917897,25.104651321220608,63.823926421510606,25.150353565875726,72.5632127316166,18.320121491347496,23.024306919514856,11.42143151178725,12.82731812838958,26.287342845659026
324,23980,"Glasgow, KY Micro Area",Glasgow,KY,2,36.967571,-85.815497,156000,760,49004,62.784653787840874,46.082530514253335,84.45448631182546,6.974109178694769,43.340545006532,0.0,13.466956416471032,7.161947524282799,51.663492807536116,60.83404442215925
325,24020,"Glens Falls, NY Metro Area",Glens Falls,NY,1,43.44045,-73.636757,218600,1053,74953,64.55508213775967,46.78386216214134,98.71181670324276,45.76188756829602,64.3037223828731,24.769916943401736,6.148403823394887,10.634542414795115,10.626608434853223,36.07574572749725
326,24100,"Gloversville, NY Micro Area",Gloversville,NY,1,43.115609,-74.423678,156100,883,62615,67.81208296297596,45.50532748783749,87.22075730901898,21.52025835631615,43.53974860173425,23.225577877721655,13.06190471264681,27.777345797425518,0.0,26.90541663210587
327,24140,"Goldsboro, NC Metro Area",Goldsboro,NC,2,35.35419,-78.00867,162700,932,58082,62.00362366926182,22.8318850928842,36.78643850900485,22.13311118781522,32.22671010865557,6.349544698054274,91.20644802434153,22.571107721079628,65.85089290794691,72.34622819391934
328,24180,"Granbury, TX Micro Area",Granbury,TX,3,32.430149,-97.831677,281300,1414,86802,53.39066248054384,68.75530092068888,99.83682616551033,60.14097724182952,59.596822273318,14.08731616333162,25.472665991097163,17.73381209853681,81.77324944259232,78.91614035503488
329,24220,"Grand Forks, ND-MN Metro Area",Grand Forks,ND-MN,0,47.835929,-96.842681,232900,947,68653,62.89793283239203,60.666054298555224,49.006843252623696,66.3460577933297,74.56943050141427,100.0,29.760167428081427,33.4692936414075,0.0,27.655197747030734
330,24260,"Grand Island, NE Metro Area",Grand Island,NE,1,41.083926,-98.374218,201600,896,67397,66.75889171400524,55.28519981320686,42.89770616598512,20.621251866072488,62.91096531174234,45.84279330675932,62.32608455653798,31.263531610547833,31.765194299942696,37.787540297055486
331,24300,"Grand Junction, CO Metro Area",Grand Junction,CO,3,39.019524,-108.460571,349400,1154,71485,46.51087901727422,55.32120075223776,45.59597197683085,54.03196900855493,68.7904267787462,36.74958744624151,28.95015921780273,33.74627904437529,39.20898377429244,53.77956326159169
332,24330,"Grand Rapids, MN Micro Area",Grand Rapids,MN,1,47.490817,-93.611102,212000,944,66380,63.20896211092905,33.53067633308529,93.56655111798577,35.217481944447314,45.5286885848751,7.583163139042168,14.758718852293061,0.41950606974256516,0.0,26.32668054365128
333,24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",Grand Rapids-Wyoming-Kentwood,MI,0,42.979841,-85.715614,261600,1138,80296,61.2897931472273,73.54893203185368,66.57487143645797,70.35306752948446,67.97259396564922,54.78929901080664,45.12492191938109,57.97051665722902,17.869019060257813,20.91593501548138
334,24420,"Grants Pass, OR Metro Area",Grants Pass,OR,3,42.386983,-123.57162,383100,1157,59097,34.41936148420501,32.9843361537714,56.88568200525988,16.571360084669326,24.527806911865323,60.21781544640919,21.129402960803958,21.45420594686894,45.34535963329376,70.89895049191203
335,24460,"Great Bend, KS Micro Area",Great Bend,KS,1,38.481239,-98.767837,117200,742,56733,72.53312070999495,37.358959578287696,100.0,23.293647687029278,42.57245401955124,44.426786474001396,32.22982537354561,21.97163657542504,40.838603623341115,55.62055346555622
336,24500,"Great Falls, MT Metro Area",Great Falls,MT,0,47.316575,-111.350262,243300,902,66203,61.97557497426323,67.06225211742202,12.828259842962424,47.5433738381719,49.84783717820342,44.720093241819555,29.99542827349175,36.4644747370714,6.642404805165269,25.612264319997898
337,24540,"Greeley, CO Metro Area",Greeley,CO,4,40.555961,-104.383666,444500,1469,93287,41.533204197196724,77.51912817335167,4.923911990820933,58.594027391165106,81.13030468549495,37.32356771632024,54.2415265019339,34.548875060797016,17.0201296367699,45.68216381026923
338,24580,"Green Bay, WI Metro Area",Green Bay,WI,0,44.474024,-87.99613,238700,959,77459,68.31034025344783,63.9283081623599,76.88048120274684,51.48724420927546,61.15678554008715,27.51911558303838,35.677959456496495,37.46869577004085,9.848976154128682,13.634527667504564
