,cbsa_code,cbsa_name,city,state,cluster_k6,centroid_lat,centroid_lon,MedianHomeValue_B25077,MedianGrossRent_B25064,MedianHouseholdIncome_B19013,affordability_score,job_growth_score,safety_score,education_score,health_score,walkability_score,diversity_score,urban_score,weather_warmth_score,weather_mildness_score
436,28580,"Key West-Key Largo, FL Micro Area",Key West-Key Largo,FL,3,25.58612,-81.022603,723800,1959,82430,24.9452222784045,74.83306303037632,77.11826851208252,78.65524980201035,74.15071900735788,100.0,62.61283949218193,52.404798393706855,100.0,70.12068929933034
437,28620,"Kill Devil Hills, NC Micro Area",Kill Devil Hills,NC,3,35.606269,-75.767536,425400,1307,81214,40.83795781999329,45.78514525897395,76.86053801666066,95.84883225564155,69.06320891657987,45.32936075451822,21.826150790353715,15.977865034676583,66.5717259923205,74.38777676618994
438,28660,"Killeen-Temple, TX Metro Area",Killeen-Temple,TX,5,31.20273,-97.789638,215000,1160,67203,55.02146710909258,52.24615847961488,47.65574735901746,36.056994874526495,56.494639961249305,24.846482629049433,98.46051132508138,39.19595510554613,89.81291388242559,80.04145245354299
439,28680,"Kingsland, GA Micro Area",Kingsland,GA,5,30.913358,-81.642019,233900,1167,72399,56.85265194230922,53.09113639720034,74.21055138822803,25.905433347096093,63.37215928231669,6.313316937217391,65.82107816123116,10.866964403481493,87.74955492481826,84.64380960736736
440,28700,"Kingsport-Bristol, TN-VA Metro Area",Kingsport-Bristol,TN-VA,2,36.604161,-82.440145,182500,820,55948,63.12447327421188,43.881018455442785,65.34512807686593,30.46939796120634,20.125938758366267,13.54968073662254,0.8647129669645146,18.406440933489648,54.61188611120342,66.57797024501487
441,28740,"Kingston, NY Metro Area",Kingston,NY,0,41.947212,-74.265458,315100,1335,81804,49.89383385335226,44.644007341298625,93.09661251847717,76.08030657629232,75.03114087315313,19.362165642016308,53.980218119336634,19.940470083752146,27.0663538378596,24.5347740586145
442,28780,"Kingsville, TX Micro Area",Kingsville,TX,5,27.438735,-97.66062,152200,1022,57612,59.03829126319949,27.49639757970913,52.229268579997665,30.34073824495537,55.57319216514658,33.82017828961854,89.55126441991601,23.48062100547534,100.0,77.48563983976698
443,28820,"Kinston, NC Micro Area",Kinston,NC,2,35.240066,-77.635514,111400,814,44795,63.65285996055226,19.507145862417104,32.230289689119964,3.1766532217387504,7.823761679321126,13.971784487874952,89.36903795324542,23.978508444421237,77.30470379766722,81.30404288962531
444,28860,"Kirksville, MO Micro Area",Kirksville,MO,5,40.284489,-92.565124,155500,767,56468,67.97519325857427,34.887112999359644,53.38449260394832,56.030716009026904,52.22186339437234,33.98253922819911,13.926251884050185,34.56894944819378,30.22542042498075,43.54753753610842
445,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",Kiryas Joel-Poughkeepsie-Newburgh,NY,4,41.575274,-74.033873,364400,1568,96912,45.1956651349085,43.555197740299434,93.79693963133657,71.12839148399009,84.36009640819827,29.563698344975375,77.3131355600916,67.3248381782401,27.76446728138683,47.34744113885355
446,28900,"Klamath Falls, OR Micro Area",Klamath Falls,OR,2,42.683761,-121.646168,255700,973,59353,53.10424210624247,29.18824298599165,69.31550375093974,22.74416600474114,29.403919449486846,80.52097705032821,44.43347775417209,18.447354733309325,6.232418077527722,50.328081177400534
447,28940,"Knoxville, TN Metro Area",Knoxville,TN,3,36.044462,-84.136114,255300,1080,69734,56.46037125168637,73.3367120974545,65.16922269030772,58.264392209618975,41.22022350312615,31.981345110325304,26.425560666658377,34.70891615803316,63.02126147119119,68.5334947209207
448,29020,"Kokomo, IN Metro Area",Kokomo,IN,1,40.483537,-86.114118,151500,915,62496,66.86916112293204,39.15420111524385,4.28453827530884,17.483377727442374,35.14270294667324,26.051193153827594,27.734091802273163,49.11419143351769,26.698708284772582,29.571478999857476
449,29060,"Laconia, NH Micro Area",Laconia,NH,3,43.519109,-71.425366,340000,1184,87983,58.1425242459461,72.45562247052627,72.21762678421085,60.71689391554988,69.5068633497688,30.146544625059466,0.0,23.52129853834552,14.484821205576377,15.598921706046822
450,29100,"La Crosse-Onalaska, WI-MN Metro Area",La Crosse-Onalaska,WI-MN,0,43.698264,-91.11014,235300,998,71009,62.38596843911175,98.02727725555951,51.9824954300284,62.32101476699232,60.8332766465991,96.73876249908434,11.039012658275562,46.60992976378088,8.340183652141086,9.579686261343245
451,29180,"Lafayette, LA Metro Area",Lafayette,LA,5,30.012961,-92.136552,206900,954,60910,59.29053077623508,13.572590932126971,21.14779718930115,41.51937791285612,37.16263892518965,28.467121436655265,69.85051316481035,29.863439022614294,98.06118616325726,77.85343120029083
452,29200,"Lafayette-West Lafayette, IN Metro Area",Lafayette-West Lafayette,IN,0,40.482153,-87.017112,204300,1071,59895,54.167152025447166,49.19664429533799,67.23241508970678,70.24540137911886,71.42216233677614,80.74390266664359,47.33704389702056,36.59427700857796,26.81540474692271,37.42601177340225
453,29260,"La Grande, OR Micro Area",La Grande,OR,1,45.304081,-117.999149,260500,982,64212,55.85574713519813,43.56697271167081,61.14804463767511,34.41816513987036,42.22381914854792,95.50140321701036,18.269828354877035,20.757772027118193,21.32963760730035,54.87355211599665
454,29300,"LaGrange, GA-AL Micro Area",LaGrange,GA-AL,2,32.970298,-85.24416,164500,1000,53959,56.167024914292725,43.336125593729285,21.581096075742742,16.722260525287226,35.03042712805833,11.108825401102905,82.5522469801397,14.53775136255037,67.75418145108488,75.03305779580266
455,29340,"Lake Charles, LA Metro Area",Lake Charles,LA,2,30.038451,-93.190093,198900,1070,67010,59.852054111871354,83.95410650609008,55.408096619533005,28.620401086528307,29.139151366860165,25.028124284390202,68.54732020079956,26.65541629743577,100.0,75.51064955539789
456,29380,"Lake City, FL Micro Area",Lake City,FL,2,30.221651,-82.623371,186400,915,55070,58.39497875776645,46.49143308405283,78.99292963626479,5.007778234333242,29.878959390290767,13.731722787332362,61.223780371881624,17.082968375292946,94.7606379929901,82.33695765517993
457,29420,"Lake Havasu City-Kingman, AZ Metro Area",Lake Havasu City-Kingman,AZ,2,35.717705,-113.749689,253200,1047,55799,47.823722052821424,39.957419428251576,49.38043437752897,0.0,33.63898225985835,29.448596729227177,39.40586866818962,16.40305056498207,73.10466333492768,82.4408553629716
458,29460,"Lakeland-Winter Haven, FL Metro Area",Lakeland-Winter Haven,FL,3,27.953685,-81.693493,240000,1272,63644,45.811972910991685,81.11843905685592,89.74526711856825,26.618487072907268,44.89002668304542,41.597228830167474,91.29936659154058,56.80685468722575,100.0,74.71491862921066
459,29470,"Lake of the Woods, VA Micro Area",Lake of the Woods,VA,3,38.249326,-78.011092,337300,1145,94175,64.27309148887515,52.8925684113948,36.249012975420364,49.988255648488405,49.99838813311363,4.808472338108412,50.88125120691854,13.51318304392786,48.447627024064005,61.43947951349017
460,29540,"Lancaster, PA Metro Area",Lancaster,PA,0,40.041992,-76.250198,279400,1289,83703,56.237858200509834,59.84429268147704,97.65795153367964,55.226448725237816,60.078290488989225,35.44712641068182,35.753419858648286,83.73399431889644,39.97009266614909,44.81247450411374
461,29620,"Lansing-East Lansing, MI Metro Area",Lansing-East Lansing,MI,0,42.713659,-84.605372,205400,1054,70886,62.72561669103371,13.121470465264247,30.33762759242831,76.76957345011921,62.34198430133444,61.216718637712084,53.83733640042506,49.94371518480263,20.11516807318093,24.797657728737054
462,29660,"Laramie, WY Micro Area",Laramie,WY,0,41.665514,-105.721883,322100,936,59881,49.08891861835279,41.23167282599714,69.61532812060102,100.0,88.96318741214967,39.80097739130858,29.144990626196805,43.99346451360411,5.414510027014162,23.690227137373675
463,29700,"Laredo, TX Metro Area",Laredo,TX,5,27.760799,-99.340752,178900,997,62506,61.22420721614527,40.609390101656956,38.065466013875955,20.785329631528263,53.15067299182904,44.286642258748905,86.14042550832471,56.16401785394518,100.0,78.58054018876716
465,29740,"Las Cruces, NM Metro Area",Las Cruces,NM,5,32.349919,-106.834968,205400,903,55663,57.62279108466661,46.093677598176534,12.794077578688267,56.68034273313996,56.75674526234149,32.40447530465594,100.0,29.13371408947768,75.66165870458686,84.86198467905308
466,29780,"Las Vegas, NM Micro Area",Las Vegas,NM,2,35.644067,-104.863027,171500,775,47700,60.163970166739226,54.22764752030823,63.78468854391431,38.55736223029228,48.6268655967706,12.439847310323081,100.0,9.76907186924485,26.531408915943988,61.80491872258925
467,29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",Las Vegas-Henderson-North Las Vegas,NV,4,36.21413,-115.014398,400800,1518,73845,29.33140546300708,37.61264211828878,81.88201265845947,42.640635757357444,66.85928032790028,100.0,100.0,75.48904149295984,96.57408059973527,75.02931442918344
468,29860,"Laurel, MS Micro Area",Laurel,MS,2,31.825465,-89.148054,125000,810,49867,64.1743655964515,43.939305916870836,61.73730221366306,12.720720133637874,25.225728096713784,0.0,75.18055455847737,5.621787250155632,83.96673014407543,80.1024859275738
469,29900,"Laurinburg, NC Micro Area",Laurinburg,NC,2,34.840023,-79.477337,109900,766,43500,65.54635108481261,38.5388170453258,49.76541262985647,0.0,6.98539050041743,10.056618169269449,100.0,13.176768665268774,77.11055390308128,78.69529248970746
470,29940,"Lawrence, KS Metro Area",Lawrence,KS,0,38.896417,-95.290947,281600,1066,68756,53.98167566634678,37.45257951709408,100.0,100.0,85.28799083358183,60.56664825946886,46.36185901411015,61.05739965078298,41.197987444300196,51.93006586048841
471,29980,"Lawrenceburg, TN Micro Area",Lawrenceburg,TN,2,35.220476,-87.396546,176700,736,53233,64.91426710027886,69.6492289269085,85.18726227982012,2.1040406576604744,15.047575463796806,0.0,0.8816731470053641,5.533095027398886,66.82474048801889,71.58607048077711
472,30020,"Lawton, OK Metro Area",Lawton,OK,5,34.529113,-98.430902,151500,933,59060,63.66286519533792,21.56235047536123,84.23198152731527,31.352837557888954,34.43011828542252,32.118296021702214,92.30776448357784,30.392926673097435,73.16456063842087,76.06548583862813
473,30060,"Lebanon, MO Micro Area",Lebanon,MO,2,37.659698,-92.594843,158000,796,50825,62.51102259750219,46.98529762445652,72.72725366898365,2.6440504685262307,18.214796008032895,0.0,7.75217905458225,7.0703926179470535,47.69787797147755,57.545155130481376
474,30140,"Lebanon, PA Metro Area",Lebanon,PA,1,40.371448,-76.464819,227300,1087,76350,63.46117084128261,54.61605041818109,92.92533113571042,31.119466887149752,60.078290488989225,47.62800411516114,37.93013056943422,75.75689894527282,35.06677517259059,41.086798609836585
475,30150,"Lebanon-Claremont, NH-VT Micro Area",Lebanon-Claremont,NH-VT,3,43.785726,-72.159142,269700,1182,79161,58.01485730282732,56.104568807042035,96.70196105723441,86.50695212920166,72.68652999933217,18.86937758972243,8.206034815732432,14.13571519607121,5.042733626710157,30.019291132255287
476,30180,"Le Mars, IA Micro Area",Le Mars,IA,1,42.737585,-96.215864,218600,865,81600,76.80026784896351,59.798755348252605,69.27497557054465,30.87146534772273,69.11649711991774,41.28133085991587,11.049333207695735,16.05029760296497,13.28067877065238,19.53870646278208
477,30260,"Lewisburg, PA Micro Area",Lewisburg,PA,1,40.962179,-77.055475,222900,944,72894,66.97964228477503,47.48907446156595,100.0,39.60698452157429,43.340545006532,22.618916414923365,15.68136360839106,38.0790088007192,26.290786961896544,35.21144616892651
478,30280,"Lewisburg, TN Micro Area",Lewisburg,TN,2,35.468329,-86.765868,246100,924,70829,64.2214463679616,72.89463353596489,16.207809683193886,20.95658434758238,33.16361647179573,2.415962895023084,20.761754161158635,8.575337956053968,59.73000773543275,66.66523028568746
479,30300,"Lewiston, ID-WA Metro Area",Lewiston,ID-WA,1,46.251696,-116.925017,289400,956,70694,59.040678621273784,58.755585177430575,76.80643506747467,37.78430767307025,47.28833135582609,31.56664001285414,17.624966026797967,27.26356469893983,38.60484715206896,59.266351315882666
480,30340,"Lewiston-Auburn, ME Metro Area",Lewiston-Auburn,ME,1,44.167681,-70.207435,232000,966,67298,61.24343232297937,59.23064860006575,58.44656109458528,29.362663800407283,37.247309962346684,33.579243365455724,17.03681068348774,50.289185917992114,6.179749766087773,11.508477311686798
481,30380,"Lewistown, PA Micro Area",Lewistown,PA,1,40.601615,-77.651832,142900,792,61415,71.69466994934444,46.71438555384594,91.52279764773064,0.0,43.340545006532,26.599762435471597,0.0,28.04601661198396,33.153159492563184,41.76918398109275
482,30420,"Lexington, NE Micro Area",Lexington,NE,1,40.756816,-99.821978,161100,859,66023,70.79357290106657,59.8761925544446,99.41867727870854,12.44920645725938,59.58800913768201,24.726331620836735,81.08578482960024,12.542301507322426,26.693544735174868,48.109943077273776
483,30460,"Lexington-Fayette, KY Metro Area",Lexington-Fayette,KY,0,38.102876,-84.438545,258900,1070,70717,57.25136476112846,47.5984444898838,44.95991400086486,89.87592696778987,60.078290488989225,75.6824176565923,53.247955046599884,59.72903620013902,49.3543483462836,53.50885915828058
484,30500,"Lexington Park, MD Metro Area",Lexington Park,MD,4,38.312696,-76.527935,414100,1694,123577,40.234692076936625,24.902921236345666,1.4210854715202004e-14,69.64130554966195,76.34285597429813,64.77077752778509,58.64733411684899,73.06679344156109,57.70898999006992,66.00591697540094
485,30580,"Liberal, KS Micro Area",Liberal,KS,5,37.18096,-100.855257,134000,924,62269,67.89324399831328,44.2249745005155,59.615675180626994,0.0,59.33685825599412,46.76228825527996,100.0,27.649086715123943,46.918180285991504,57.7852856785504
486,30620,"Lima, OH Metro Area",Lima,OH,1,40.771627,-84.106103,158400,898,62001,66.57136982862528,29.743534227205213,52.845010242323006,17.327570526040773,33.314331529362434,25.989515994360875,40.596263295900435,42.715071112265306,28.671188565912427,37.16898801311439
487,30660,"Lincoln, IL Micro Area",Lincoln,IL,1,40.129277,-89.365309,125900,804,64188,74.73577952152166,41.426414074482885,84.10343765890039,17.101387362056116,57.55550266808421,25.622147012271867,19.005505752295687,17.53886140726898,32.42613011851711,48.436987133535126
488,30700,"Lincoln, NE Metro Area",Lincoln,NE,0,40.817429,-96.868801,257500,1043,73095,60.16758072998525,60.09365846193492,25.084383879867165,88.21467011006709,88.7439392970752,100.0,35.49096449984543,71.05456413314104,33.737674581082516,36.986300307873464
489,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Little Rock-North Little Rock-Conway,AR,5,34.755773,-92.400589,199300,1007,65309,61.06620120750355,50.986030404527334,1.4210854715202004e-14,61.71024734074602,51.72672128093504,49.44934400724205,74.59654152800599,38.847467074103264,64.34210036826532,66.43186161381483
490,30820,"Lock Haven, PA Micro Area",Lock Haven,PA,1,41.239508,-77.629009,179100,815,58842,65.72417076306068,29.160914624803674,84.08858789817934,21.981522621232937,43.340545006532,32.27787105674166,0.0,22.86875376806724,24.121058641334503,34.89169526389445
491,30860,"Logan, UT-ID Metro Area",Logan,UT-ID,0,41.88902,-111.787438,386700,1120,77520,48.94551622618289,89.83605357707788,86.6635359015238,80.45126292939791,84.56455787556389,39.508104303574775,25.805956148661796,36.15730073504121,16.632862549978764,21.93082650461782
492,30900,"Logansport, IN Micro Area",Logansport,IN,1,40.753799,-86.355168,118700,778,56525,70.8295462545069,58.35748133845195,89.46722025359682,2.5889898546668446,27.74790991506922,17.858331386545,41.06435868642039,28.168605393421178,29.051226660650347,37.996847943059116
493,30980,"Longview, TX Metro Area",Longview,TX,2,32.431646,-94.684833,178200,1039,65210,61.59360598492722,56.503434607589455,59.71040670702,20.343801241987162,43.944289507559354,17.090428654274167,76.72260032444485,19.658257533946514,83.71991193804952,80.24843620602714
494,31020,"Longview-Kelso, WA Metro Area",Longview-Kelso,WA,3,46.196785,-122.67846,367400,1169,72932,45.382259404981696,52.69052745933336,58.34809144571797,7.278565203992513,43.7223643017466,55.659580366360984,29.295957897896958,36.56449415418629,37.19932586819981,70.88271451580063
495,31060,"Los Alamos, NM Micro Area",Los Alamos,NM,4,35.870047,-106.307968,452500,1308,143188,47.67900321909359,63.45174714515758,87.88820711726507,100.0,96.77954063381486,19.662951326412742,53.999546369554196,48.52541432200699,24.961686370388474,43.389343914750015
496,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Los Angeles-Long Beach-Anaheim,CA,4,34.108703,-118.182753,825300,1987,93525,33.00568409673426,29.858487266326478,21.363434859749944,77.24248568218354,87.31256345480574,100.0,100.0,100.0,86.67656693615082,97.34489889955498
497,31140,"Louisville/Jefferson County, KY-IN Metro Area",Louisville/Jefferson County,KY-IN,3,38.224363,-85.701989,236400,1064,71737,60.21425337517039,71.27004724580655,93.40027114778043,59.25276686476522,44.60943048047572,75.29735905190404,55.7328714701389,66.28318090752478,55.07660659273641,62.060123522740646
498,31180,"Lubbock, TX Metro Area",Lubbock,TX,5,33.469794,-101.880412,188700,1116,62288,55.50689621101763,78.0805438265915,5.5850996627521,56.50610624072535,66.92027965914438,48.10384972203651,77.68404328320352,42.56644546335441,69.8826012994771,80.52287573766301
499,31220,"Ludington, MI Micro Area",Ludington,MI,1,43.957196,-86.442937,199300,840,62296,65.46504303178352,42.03234066148375,76.98978451838093,34.82441507665748,29.538809855001283,16.348686405870524,4.871175294647542,14.345136864703434,16.064870850327317,43.012721051965265
500,31260,"Lufkin, TX Micro Area",Lufkin,TX,2,31.251896,-94.611134,149800,1056,58847,58.80604193537797,48.16190130992827,60.3992987926887,10.732013089649673,25.438927414334906,12.80233639332875,75.26923543648105,16.426187548275102,87.2600493222894,81.47789566630473
501,31300,"Lumberton, NC Micro Area",Lumberton,NC,2,34.63921,-79.100881,88600,784,40318,64.83629191321498,8.54657057144133,1.4210854715202004e-14,0.0,7.453696927437653,0.0,100.0,12.447343149797097,76.87406283394482,81.96813008915407
502,31340,"Lynchburg, VA Metro Area",Lynchburg,VA,1,37.364926,-79.216689,224600,967,67782,62.20851093263359,47.90641153056418,77.3710221309862,54.881932004939564,48.76701210638867,52.81329432294974,54.43430792638493,18.2515387960351,49.82113427027208,58.8805941415633
503,31380,"Macomb, IL Micro Area",Macomb,IL,1,40.455808,-90.678954,103500,730,50434,68.36695552107125,11.455029025142252,58.86052878594285,58.072596863076754,52.646972579433765,5.728940746528748,22.29851284480205,14.592072101796827,31.207529699486702,37.358158350172204
504,31420,"Macon-Bibb County, GA Metro Area",Macon-Bibb County,GA,2,32.856216,-83.714305,172300,1003,58127,58.388517989317855,44.82269766864314,100.0,31.82525334039591,32.96784159020521,17.817294811867217,87.42895598870959,28.040489460618954,83.41939268050893,82.90279659421405
505,31500,"Madison, IN Micro Area",Madison,IN,1,38.783604,-85.44009,180600,865,59987,64.4512757727939,60.16151581845037,87.70466648685994,11.040883842619305,43.96377205069641,13.043141915103897,2.1108221021394145,14.897970683120512,43.58561804036926,49.48538762460338
506,31540,"Madison, WI Metro Area",Madison,WI,4,43.083846,-89.597745,344600,1300,86827,52.3209006849371,65.5739397356804,67.57744446823845,100.0,86.18934617289723,89.42099566400546,40.06448525784814,57.91728725936284,11.601488754999956,32.209468531322116
507,31580,"Madisonville, KY Micro Area",Madisonville,KY,2,37.31107,-87.542196,128800,841,57610,68.24146215717813,31.7454560203129,91.63937775636688,5.976615928801346,43.340545006532,0.0,19.416818574930403,9.900936057766012,61.24499652709281,65.07344991872058
508,31620,"Magnolia, AR Micro Area",Magnolia,AR,2,33.223038,-93.232843,141700,631,47363,64.26857243691546,63.704551375709705,43.91957768512057,18.86440180637515,28.737810797283732,19.280427220901057,73.88385620366326,1.562799439663786,72.5356388952015,74.7329744265896
509,31680,"Malvern, AR Micro Area",Malvern,AR,2,34.315177,-92.944147,127900,763,52644,67.79001825030491,46.99872380882911,81.11671615641565,3.083089352885735,30.191844992144933,3.491807059181092,34.3963084775,8.852814605807595,75.05855478474412,75.5707118428163
510,31700,"Manchester-Nashua, NH Metro Area",Manchester-Nashua,NH,4,42.911532,-71.723055,385500,1532,100436,44.75412828135063,64.37790974271083,65.82052551836438,88.33430091816524,83.06382282023887,36.380306150748005,34.198819670990304,83.11916329019304,17.811187161526124,19.759372197477486
511,31740,"Manhattan, KS Metro Area",Manhattan,KS,0,39.268424,-96.562242,212600,1083,64096,56.01347479700301,44.785902335749746,1.4210854715202004e-14,82.6592774756565,82.64313159455754,31.514208892091865,56.25816701379064,33.58251244478931,39.4382458890697,50.74995989980688
512,31820,"Manitowoc, WI Micro Area",Manitowoc,WI,1,44.156137,-87.577352,172900,777,68611,74.86734068828784,60.176096186113334,82.4359148176489,25.214377690425675,50.966295937963594,22.032446816108358,13.543313760842828,32.78966933145253,4.067853306563426,15.236190150129795
513,31860,"Mankato, MN Metro Area",Mankato,MN,0,44.15481,-94.147801,255000,1023,74722,62.359117960065866,52.93989104702308,64.47306751423923,68.73215814317744,75.8522564876749,31.616439595181347,22.77852130383475,30.051271284191174,3.0516645142469203,27.199584891934062
514,31900,"Mansfield, OH Metro Area",Mansfield,OH,1,40.774159,-82.542781,154000,791,57649,68.0187834256125,59.628552501636804,85.77737752317137,10.281078576496862,26.60918095260144,19.42764192614535,28.78261663491842,34.34554228428547,28.182715703458317,28.335052487020437
515,31930,"Marietta, OH Micro Area",Marietta,OH,1,39.450676,-81.490636,174100,828,61355,67.4781826589873,39.417345271757966,99.54905910908846,19.96541569151633,30.522545667293492,14.678995961803034,0.0,12.91700915657415,40.87578124829393,55.51370366421074
516,31940,"Marinette, WI-MI Micro Area",Marinette,WI-MI,1,45.435279,-87.769216,151300,732,60185,72.20590485521433,52.374352171563174,84.57496123677055,13.94715550800773,32.50859512552461,16.6621969708692,0.0,9.840468430757898,0.0,28.127372022998408
517,31980,"Marion, IN Micro Area",Marion,IN,1,40.515758,-85.654946,116000,799,54007,68.41005080564771,39.60167678714229,97.99065866964455,18.86282491528777,22.423051414395484,33.20625697670502,28.809277062973454,31.523759818075533,27.10662960764862,35.7862040026682
518,32000,"Marion, NC Micro Area",Marion,NC,2,35.682271,-82.048044,168300,741,55527,67.18785717411612,37.107891569289855,61.85162740093402,9.167241283025234,37.46110369055548,2.787267713468213,18.064098596354793,8.170336661827854,55.452513840257375,66.33594439372933
519,32020,"Marion, OH Micro Area",Marion,OH,1,40.588034,-83.168803,146200,850,57306,66.13037428550153,38.54006715062679,95.66077775819193,0.0,25.448042465098577,12.930751014735812,20.565965688027283,33.03877471331609,27.873934751483738,46.51590022020535
520,32060,"Marion-Herrin, IL Micro Area",Marion-Herrin,IL,1,37.730353,-88.930018,145600,897,65521,70.29742522743997,44.45320474814761,84.56024465340383,43.151009842689355,51.96120189814357,20.42138315739038,15.355340096878948,28.80369187040216,48.02421505239477,56.823724164859925
521,32100,"Marquette, MI Micro Area",Marquette,MI,0,46.656596,-87.584028,202000,923,64675,63.68099157566779,47.37921741898793,87.75872427914882,71.8977396797339,53.39749624968385,31.72988728248685,7.684817686536073,29.177731183391263,0.0,9.1952231047844
522,32140,"Marshall, MN Micro Area",Marshall,MN,0,44.409195,-95.847268,193100,742,72761,77.48071736937149,45.3680700009334,63.36371055979285,47.24176405463904,66.27320044918578,37.30603752979733,34.086819848939335,11.385216073219983,6.508152214072502,11.98433613379719
523,32180,"Marshall, MO Micro Area",Marshall,MO,5,39.13584,-93.204164,139600,733,56566,70.60901173573146,65.00987491857845,100.0,38.265186369727616,45.211530905039396,28.161295797685494,44.54085652035889,14.689895627426967,40.24892494753007,50.80673473954245
524,32260,"Marshalltown, IA Micro Area",Marshalltown,IA,1,42.0417,-92.981403,134100,860,72785,78.04889704436425,60.33293581939385,80.98136952799732,22.520836426143948,55.89563420307238,75.20411035580281,58.522769222624746,23.900204968368556,16.10514662011636,33.788780386674915
525,32280,"Martin, TN Micro Area",Martin,TN,2,36.303596,-88.721194,136300,760,49502,64.88458133956146,53.354555302422916,22.468124205422704,23.08852155019285,21.574004258449964,0.0,23.51906561084199,4.0708299182448435,57.81949016254758,63.47111832012617
526,32300,"Martinsville, VA Micro Area",Martinsville,VA,2,36.682503,-79.872564,117900,733,47021,66.36844891476971,56.95431818681267,88.76566613542617,6.35388655832371,10.389551141215339,4.92096936046362,75.80302037617803,15.258786121257707,48.0572618301306,57.193536813403064
527,32340,"Maryville, MO Micro Area",Maryville,MO,5,40.361136,-94.883146,165100,754,55970,67.27921027120057,30.901903157358987,75.4110989978184,36.764180613163454,54.60867824783067,34.87095941815662,2.18404389111386,25.298602689719054,29.822662651702455,43.0432259868841
528,32380,"Mason City, IA Micro Area",Mason City,IA,1,43.213732,-93.274339,152100,829,66394,73.04060542882226,55.365849811127646,54.59816346217037,30.04638580383303,51.104026311075366,76.0939232290949,7.5981313326348685,20.857681510642486,8.25963211256302,11.327308879639686
529,32390,"Massena-Ogdensburg, NY Micro Area",Massena-Ogdensburg,NY,1,44.488112,-75.074311,119800,799,61900,73.80900129799839,33.8557673489579,92.39807606728428,33.48066948883751,46.58569954360607,14.776552724803825,5.654019514916753,12.948290816457739,5.813136915381507,30.867217192215804
531,32460,"Mayfield, KY Micro Area",Mayfield,KY,1,36.723344,-88.649897,139000,713,50576,66.31024485977609,43.9862914047348,81.42865481642409,8.734343679316158,43.340545006532,0.0,24.269174872112362,5.1027203385737625,58.328617298780564,59.265251492871116
532,32540,"McAlester, OK Micro Area",McAlester,OK,2,34.92554,-95.74813,146300,857,54787,64.01537629472465,32.88740088778526,60.37146734441011,16.55065812512139,16.72592558064316,16.16647146690324,67.04413399401035,10.623228885428261,71.4192770296028,73.91282749662527
533,32580,"McAllen-Edinburg-Mission, TX Metro Area",McAllen-Edinburg-Mission,TX,5,26.396384,-98.18099,124000,925,52281,61.479865433722864,39.40825892678562,58.02932238628759,18.674674441180265,46.69468798506564,23.335943738409462,93.7510872546842,76.79119555446617,100.0,76.50494057252345
534,32620,"McComb, MS Micro Area",McComb,MS,2,31.147972,-90.250227,113900,860,41963,61.83826429980276,80.62578329947495,81.72443813742767,0.9135265204155185,14.778552338264056,12.278584248439252,81.32013379649887,12.290714464147086,87.24455863580224,81.30197431509612
535,32660,"McMinnville, TN Micro Area",McMinnville,TN,2,35.67825,-85.777343,173900,775,54088,64.3071194332119,56.30457368253572,99.8295058223357,0.7981330469453394,14.263351227041294,0.9784695934993202,25.440182660315884,7.672366730354851,64.57239518542332,72.23271803318742
536,32700,"McPherson, KS Micro Area",McPherson,KS,0,38.395812,-97.647489,198400,889,77701,74.80316645751407,78.6183604608728,24.241014407927437,62.47004106887121,65.07022823625675,24.49629289042828,2.5321385693345313,18.648053112116852,46.2717024515235,55.63533236882237
537,32740,"Meadville, PA Micro Area",Meadville,PA,1,41.687876,-80.107795,143400,800,60254,70.49151236987163,30.867954130545712,84.22991415516486,21.7550914866125,43.340545006532,13.49559420563802,0.0,14.787681223142847,20.51586040400375,44.17959346280635
538,32780,"Medford, OR Metro Area",Medford,OR,3,42.411621,-122.675611,400200,1310,71443,35.844430785345054,42.697525559973585,36.74132322024715,53.88211737411961,50.44233482997639,98.56497434707937,34.63456339573138,32.896800089525314,47.436601819039204,70.71969055188183
539,32820,"Memphis, TN-MS-AR Metro Area",Memphis,TN-MS-AR,5,35.010307,-89.820503,228100,1153,64743,52.35460921334284,35.2294756281344,1.4210854715202004e-14,54.40971012280958,37.98888882373533,66.83239296810727,92.10953294343084,52.69328198685598,67.37930694363862,69.17279331807836
540,32860,"Menomonie, WI Micro Area",Menomonie,WI,0,44.947751,-91.897645,226200,942,71785,65.96169547037555,52.18800697363134,22.027052361188314,49.24093588862405,65.04837172452243,15.82226955879288,6.490076130012608,6.277923403775456,3.025846728564308,26.680055352786283
541,32900,"Merced, CA Metro Area",Merced,CA,5,37.194806,-120.722802,368400,1284,65044,35.0269477359288,40.24667258903194,21.909502806781404,0.0,59.6038417514197,100.0,100.0,38.74361516641113,61.58992240163943,87.48433366352177
542,32940,"Meridian, MS Micro Area",Meridian,MS,2,32.219701,-88.670401,121500,893,49156,60.69247129338565,10.943612969622013,100.0,19.31792101380577,22.152265982362557,4.2954242177487885,82.23150169110376,14.488098279301095,85.95573385177718,79.73197912227833
