cbsa_code,cbsa_title,n_tracts,total_population_weight,obesity_share,physical_inactivity_share,depression_share,current_asthma_share,diabetes_share,stroke_share,coronary_heart_disease_share,arthritis_share,any_disability_share,current_smoking_share,binge_drinking_share
32390,"Massena-Ogdensburg, NY",30,86264,41.89419340628767,28.11269938792544,23.71405684874339,11.91612955578225,11.763233793934898,3.7592993601038667,7.215606742094038,28.783351108225904,31.999815682092184,15.453891542242419,18.607448066400814
32460,"Mayfield, KY",10,27768,,,,,,,,,,,
32540,"McAlester, OK",14,34104,40.187447220267416,33.68038353272343,25.11217745718977,12.056532958010791,14.470299671592775,4.642226718273516,8.988262373915084,32.837423762608495,41.305647431386355,19.569836382828996,13.25755923058879
32580,"McAllen-Edinburg-Mission, TX",211,608225,44.297843725594966,37.72416457725348,20.363487031937193,8.807831970076862,17.487647992108183,3.6762671708660446,6.556413991532739,20.355458588515763,39.553553372518394,13.64494931974187,16.61533544329812
32620,"McComb, MS",16,41477,45.335571521566166,38.75052197603491,19.350384550473755,10.749605805627215,19.19978301227186,5.885623357523447,9.105675434578199,33.63941702630373,42.10207102731635,20.53677459796996,11.604783373918075
32660,"McMinnville, TN",10,31461,42.14370808302343,32.004167063983985,29.854537363720166,11.330889037220684,15.760958011506311,4.417806172721782,8.458520072470678,34.77071612472586,40.306830679253686,21.543882902641364,13.488391977368805
32700,"McPherson, KS",7,23584,36.98400610583447,26.658302238805966,21.105948948439618,10.067100576662144,10.669894843962007,3.3828824626865677,6.920874321573949,28.104808344640436,31.241146540027135,13.729672659430124,15.37225237449118
32740,"Meadville, PA",23,66608,,,,,,,,,,,
32780,"Medford, OR",52,178032,32.877196234384826,21.846680372067944,26.696538824480992,12.339745102004134,12.716365597196011,3.8893985350948146,7.521888199874179,30.824921924148466,31.565562370809747,13.312840388244808,14.554273389053655
32820,"Memphis, TN-MS-AR",352,1021782,39.64007038683398,28.780231008179825,24.311930137739754,11.360928847836426,15.532634162668748,4.242537057806851,6.5826171335960115,27.882126030797178,36.70035095548757,17.508886924999658,14.064010131319597
32860,"Menomonie, WI",9,36191,39.32915918322235,27.059061645160398,25.16420380757647,10.951043077008096,9.801865104584012,2.993832720842198,5.904133624381752,23.84432870050565,30.97827913017048,14.136351579121882,20.053643170954103
32900,"Merced, CA",63,200223,33.93838869660328,33.3964045089725,21.867077708355186,10.013032968240411,13.191465515949712,3.5549347477562523,6.23057490897649,20.863731439445022,36.45475544767584,14.496402011756892,15.89471838899627
32940,"Meridian, MS",29,67586,41.527519012813315,35.751907199715916,19.41717959340692,10.41089722723641,16.896978664220402,5.2964548871067985,8.405180066877756,32.459476814724944,40.52541354718433,19.250119847305655,12.613967389696091
33020,"Mexico, MO",7,19070,39.53070267435763,34.86941269008915,26.078217094913477,11.440251704247508,14.018479286837964,4.504472994231777,8.46020975353959,32.58701625589932,41.797724174095436,19.81111693759832,15.33369690613529
33060,"Miami, OK",9,23192,41.613043290789925,36.635607105898586,26.824866333218353,12.688176957571576,15.736680751983444,5.027453432218006,9.635219041048638,32.44108744394619,44.29391600551915,21.313681441876508,13.033382200758881
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1477,4933264,29.063160678204127,28.795865962170275,14.99492986793328,9.084597945700859,14.108692966766018,3.711565993630181,6.887337815288215,23.416203166909373,29.81763323430492,11.822945700858499,14.144070720723644
33140,"Michigan City-La Porte, IN",30,88485,37.77527038481099,28.746433858846135,25.007863479685824,11.222367632932135,15.241965304853931,3.9621619483528283,7.649536079561509,31.703917048087252,36.32944001808216,18.959775103124827,14.975191275357405
33180,"Middlesborough, KY",9,18995,,,,,,,,,,,
33220,"Midland, MI",21,65392,31.99061047222902,21.825038230976265,26.205720883288475,11.182328113530707,10.84483575972596,3.4722137264497186,7.085879006606314,30.725327257156845,29.38624449473941,13.625648397357477,16.74396562270614
33260,"Midland, TX",38,126830,35.805405661121185,26.881343530710403,21.875712370890174,9.678008357644089,11.117666955767563,2.7505030355594102,4.9390104864779625,20.159494599069617,31.307002286525268,12.399577387053537,18.936530000788455
33300,"Milledgeville, GA",14,35732,39.283773648270454,30.18360293294526,20.698357214821446,11.022086645024066,15.319181685883802,4.467773984103885,7.058155155043099,26.78090507108474,34.98013825142729,16.544156498376804,13.908183141161981
33340,"Milwaukee-Waukesha, WI",449,1217509,36.58633414619523,25.482658115874298,22.791291809752533,11.3507129721423,11.97273868201385,3.404734995798799,6.077451337115372,25.44142499151957,29.010215448099355,13.3019085690537,18.4420584981302
33380,"Minden, LA",13,28753,44.85114248947936,39.54237123082808,27.50722011616179,11.373807950474735,20.27132820923034,6.37577644071923,10.555159461621397,36.007818314610645,46.6348485375439,23.509804194344937,14.544451013807254
33420,"Mineral Wells, TX",10,22038,39.29248570650694,30.571984753607406,24.040793175424266,10.507496143025683,14.453217170342135,4.281631727016971,8.053797985298122,29.293960431981127,36.04731373082857,16.45301751520102,16.12186223795263
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",890,2827763,31.62185589810744,20.878198420447543,25.019379806582094,9.94664765045727,9.145546921718687,2.7766671039970463,5.12763085166614,20.26328627964932,26.10866292542904,12.230965643160337,18.193623935244926
33500,"Minot, ND",19,58683,34.541935483870965,22.805212753267558,20.834142767070535,10.106579418230153,8.933558270708723,2.7421519008912294,5.374720106334032,24.358942112707254,27.52855682224835,12.986219177615324,22.095591568256562
33540,"Missoula, MT",31,98754,27.150022277578625,17.13316625149361,26.558532312615185,10.953788200984265,8.71850152905199,2.9477428762379247,5.483838629321344,23.969576928529484,26.97145533345485,12.071368248374753,22.736176762460254
33580,"Mitchell, SD",7,19575,37.76421455938697,25.099065134099614,20.95581098339719,10.21765006385696,11.863187739463601,3.703974457215837,7.238426564495531,27.29137164750958,31.1522656449553,15.988955300127717,18.097256704980843
33620,"Moberly, MO",6,19421,38.09358941352144,32.33779928942897,25.46130992224911,11.02669275526492,13.129014983780444,4.174434890067452,7.818037176252511,30.722830956181458,39.85627413624427,20.104495134133153,15.595092940631275
33660,"Mobile, AL",134,319427,38.82535790650133,30.772031794431907,22.295530747244285,9.839918666862852,16.305110400811454,4.419322411693439,7.390407510949294,28.99737373484396,36.05616838902159,15.812069111252338,13.858674438917186
33700,"Modesto, CA",112,407908,36.38621257734587,30.456811830118554,21.24117178383361,10.222598478088196,11.931835855143806,3.472999548917894,6.250122576659443,23.5262279729743,36.3916142855742,13.80138168410524,16.887598183904213
33740,"Monroe, LA",66,172277,43.19785171555112,34.70253371024571,26.322507357337315,11.090790413113764,16.868322527092992,5.056559494302779,8.24963053686795,32.106701997364716,41.448345397238164,19.785168652809137,15.559971441341562
33780,"Monroe, MI",40,122008,40.60577257229034,24.7408653530916,27.069069241361223,11.949196773982035,12.122068225034422,3.5943421742836534,7.212381155334076,32.18345436364829,32.436839387581145,15.61261556619238,17.51303930889778
33860,"Montgomery, AL",112,299238,43.456003582432714,29.3783493406586,22.394928117418242,10.528764729078526,15.404697264384874,4.330348752498011,6.945794985930932,29.93510650385312,36.85915926453191,15.330580340732126,13.376897987555058
33900,"Monticello, IN",9,18989,45.467918268471216,28.17673389857286,25.850413397229975,11.324271946916635,14.695581652535676,3.9774974985517937,8.112665227236821,33.46531676233609,33.65953446732319,16.894702196008215,15.524177155195112
33910,"Monticello, NY",31,61786,31.84651539183635,28.661421681287024,19.632944356326675,10.852686692778297,12.107169909040882,3.7059657527595244,7.06045220600136,27.863698896190073,29.565798077234327,14.031444016443855,15.679980901822418
